Time,Type,X,Y,Keys,Finger
15:36:54.695,swipe,"[341, 175]","[55, 58]","[t, w]",Left Index
15:36:55.021,tap,[266],[41],[r],Left Index
15:36:58.797,swipe,"[366, 453]","[44, 125]","[t, m]",Right Middle
15:36:58.997,tap,[191],[36],[e],Left Middle
15:36:59.906,swipe,"[733, 652]","[40, 38]","[p, u]",Right Middle
15:37:00.456,swipe,"[111, 190]","[42, 39]","[w, t]",Left Middle
15:37:00.723,tap,[260],[34],[r],Left Index
15:37:02.649,swipe,"[733, 661]","[31, 29]","[p, u]",Right Middle
15:37:03.442,swipe,"[102, 200]","[41, 27]","[w, t]",Left Middle
15:37:03.742,tap,[264],[38],[r],Left Index
15:37:05.668,tap,[746],[29],[p],Right Middle
15:37:05.893,tap,[677],[38],[o],Right Middle
15:37:06.585,swipe,"[101, 203]","[35, 25]","[w, t]",Left Middle
15:37:06.844,tap,[269],[33],[r],Left Index
15:37:08.561,tap,[733],[34],[p],Right Middle
15:37:08.778,tap,[672],[38],[o],Right Middle
15:37:09.003,tap,[112],[27],[w],Left Middle
15:37:09.203,tap,[206],[36],[e],Left Index
15:37:09.387,tap,[270],[30],[r],Left Index
15:37:10.796,swipe,"[689, 556]","[23, 57]","[o, h]",Right Middle
15:37:13.489,tap,[672],[37],[o],Right Middle
15:37:13.698,tap,[282],[100],[f],Left Index
15:37:14.765,swipe,"[227, 177]","[134, 2]","[d, e]",Left Index
15:37:15.357,swipe,"[497, 616]","[204, 27]","[n, i]",Right Index
15:37:15.707,tap,[56],[118],[a],Left Index
15:37:16.324,tap,[669],[111],[l],Right Middle
15:37:19.717,swipe,"[254, 411]","[205, 132]","[c, h]",Left Middle
15:37:21.002,swipe,"[565, 737]","[209, 50]","[m, p]",Right Index
15:37:21.727,swipe,"[50, 425]","[110, 189]","[a, f]",Left Middle
15:37:22.494,swipe,"[591, 469]","[41, 36]","[i, t]",Right Middle
15:37:22.928,tap,[144],[120],[s],Left Middle
15:37:25.262,swipe,"[44, 425]","[105, 181]","[a, f]",Left Middle
15:37:25.971,swipe,"[498, 667]","[209, 49]","[n, o]",Right Middle
15:37:27.013,swipe,"[520, 498]","[31, 201]","[u, c]",Right Middle
15:37:27.414,swipe,"[265, 180]","[228, 7]","[c, e]",Left Middle
15:37:28.956,tap,[62],[115],[a],Left Middle
15:37:29.681,swipe,"[588, 453]","[189, 128]","[m, g]",Right Middle
15:37:30.273,swipe,"[278, 404]","[55, 138]","[r, n]",Left Index
15:37:30.757,swipe,"[175, 305]","[43, 41]","[e, y]",Left Index
15:37:34.234,swipe,"[367, 457]","[51, 131]","[t, m]",Left Index
15:37:34.584,tap,[168],[27],[e],Left Index
15:37:36.936,swipe,"[121, 182]","[114, 11]","[s, e]",Left Index
15:37:38.170,swipe,"[229, 390]","[197, 119]","[c, h]",Left Middle
15:37:38.795,swipe,"[518, 430]","[197, 155]","[n, f]",Right Middle
15:37:40.605,swipe,"[694, 512]","[121, 120]","[l, h]",Right Middle
15:37:41.622,swipe,"[285, 360]","[34, 101]","[r, n]",Left Middle
15:37:42.430,swipe,"[198, 358]","[41, 31]","[e, y]",Left Middle
15:37:43.815,tap,[796],[33],[p],Right Index
15:37:46.066,swipe,"[675, 516]","[115, 98]","[l, h]",Right Middle
15:37:48.776,swipe,"[699, 545]","[109, 127]","[l, h]",Right Middle
15:37:51.010,swipe,"[288, 410]","[43, 140]","[r, n]",Left Index
15:37:51.928,swipe,"[187, 118]","[29, 151]","[e, z]",Left Index
15:37:52.336,tap,[343],[42],[t],Left Index
15:37:54.371,swipe,"[265, 624]","[198, 99]","[c, h]",Right Middle
15:37:55.580,swipe,"[519, 507]","[25, 125]","[u, t]",Right Middle
15:37:56.831,swipe,"[369, 291]","[46, 55]","[t, w]",Right Middle
15:37:57.147,tap,[417],[45],[y],Right Middle
15:38:00.999,swipe,"[25, 269]","[46, 48]","[q, r]",Left Ring
15:38:01.550,swipe,"[180, 107]","[34, 176]","[e, r]",Left Middle
15:38:02.951,swipe,"[319, 467]","[41, 35]","[r, u]",Left Middle
15:38:03.618,swipe,"[678, 554]","[27, 133]","[o, n]",Right Middle
15:38:05.810,swipe,"[353, 469]","[40, 121]","[t, m]",Right Middle
15:38:06.369,swipe,"[28, 240]","[126, 83]","[a, r]",Left Ring
15:38:08.620,swipe,"[584, 544]","[201, 87]","[m, u]",Right Middle
15:38:09.254,swipe,"[124, 334]","[111, 45]","[s, t]",Left Index
15:38:11.297,swipe,"[556, 510]","[202, 96]","[m, y]",Right Middle
15:38:11.772,swipe,"[130, 306]","[115, 72]","[s, t]",Left Index
15:38:13.415,tap,[444],[197],[b],Right Middle
15:38:13.640,tap,[193],[25],[e],Left Middle
15:38:14.824,swipe,"[22, 353]","[113, 176]","[a, d]",Left Middle
15:38:16.200,swipe,"[133, 94]","[130, 30]","[s, w]",Left Middle
15:38:16.817,swipe,"[187, 307]","[45, 36]","[e, y]",Left Middle
15:38:19.385,swipe,"[34, 316]","[92, 165]","[a, f]",Left Middle
15:38:20.144,swipe,"[152, 91]","[116, -1]","[s, w]",Left Middle
15:38:20.877,swipe,"[189, 302]","[48, 32]","[e, y]",Left Middle
15:38:21.419,swipe,"[179, 240]","[34, 157]","[e, a]",Left Middle
15:38:23.054,tap,[42],[101],[a],Left Middle
15:38:23.379,tap,[489],[196],[n],Right Middle
15:38:23.896,swipe,"[136, 96]","[122, 8]","[s, w]",Left Index
15:38:25.564,tap,[196],[50],[e],Left Index
15:38:25.780,tap,[291],[53],[r],Left Index
15:38:26.181,swipe,"[193, 241]","[37, 161]","[e, z]",Left Index
15:38:28.932,swipe,"[97, 213]","[208, 47]","[z, e]",Left Index
15:38:29.649,swipe,"[233, 438]","[56, 51]","[e, y]",Left Index
15:38:31.175,tap,[570],[24],[i],Right Middle
15:38:31.392,tap,[493],[183],[n],Right Middle
15:38:32.968,swipe,"[675, 519]","[27, 155]","[o, n]",Right Middle
15:38:34.052,tap,[667],[31],[o],Right Middle
15:38:34.277,tap,[516],[173],[n],Right Middle
15:38:35.469,swipe,"[339, 480]","[34, 152]","[t, n]",Left Index
15:38:35.811,swipe,"[175, 192]","[33, 42]","[e, g]",Left Index
15:38:38.196,swipe,"[329, 476.5]","[42, 152]","[t, n]",Left Index
15:38:38.562,tap,[182],[39],[e],Left Middle
15:38:40.756,swipe,"[284, 35]","[120, 108]","[f, a]",Left Middle
15:38:41.314,swipe,"[236, 339]","[202, -6]","[c, t]",Left Middle
15:38:41.640,tap,[139],[125],[s],Left Middle
15:38:43.957,swipe,"[540, 527]","[118, 7]","[j, u]",Right Middle
15:38:44.416,swipe,"[133, 336]","[125, 40]","[s, t]",Left Middle
15:38:46.776,swipe,"[124, 331]","[38, 94]","[w, g]",Left Middle
15:38:47.484,swipe,"[45, 298]","[99, 89]","[a, f]",Left Middle
15:38:49.319,swipe,"[110, 388]","[38, 101]","[w, g]",Left Middle
15:38:50.152,swipe,"[64, 245]","[115, 80]","[a, r]",Left Middle
15:38:51.987,swipe,"[357, 452]","[24, 120]","[t, n]",Right Middle
15:38:52.404,tap,[195],[36],[e],Left Middle
15:38:54.947,swipe,"[229, 389]","[99, 76]","[d, y]",Left Middle
15:38:56.148,swipe,"[250, 360]","[187, 66]","[c, y]",Left Middle
15:38:57.298,swipe,"[675, 517]","[24, 38]","[o, y]",Right Middle
15:39:00.158,swipe,"[670, 433]","[40, 43]","[o, y]",Right Middle
15:39:02.093,swipe,"[218, 181]","[132, 36]","[d, e]",Left Middle
15:39:02.594,tap,[278],[57],[r],Left Middle
15:39:03.243,swipe,"[180, 227]","[28, 146]","[e, i]",Left Middle
15:39:06.304,swipe,"[610, 442]","[31, 93]","[i, g]",Right Middle
15:39:08.138,tap,[601],[31],[i],Right Middle
15:39:08.338,tap,[121],[115],[s],Left Index
15:39:09.213,swipe,"[121, 357]","[119, 127]","[s, g]",Left Index
15:39:09.572,tap,[197],[46],[e],Left Index
15:39:11.832,tap,[588],[46],[i],Right Middle
15:39:12.074,tap,[130],[101],[s],Left Index
15:39:13.358,swipe,"[139, 319]","[122, 125]","[s, g]",Left Index
15:39:13.875,tap,[201],[31],[e],Left Index
15:39:15.926,tap,[137],[107],[s],Left Index
15:39:16.051,tap,[455],[117],[h],Right Middle
15:39:16.201,tap,[191],[36],[e],Left Middle
15:39:17.385,swipe,"[208, 415]","[117, 101]","[d, h]",Left Middle
15:39:18.194,swipe,"[502, 403]","[193, 136.5]","[n, r]",Right Middle
15:39:20.128,tap,[207],[122],[d],Right Middle
15:39:20.270,tap,[677],[45],[o],Right Middle
15:39:20.570,tap,[512],[167],[n],Right Middle
15:39:21.179,tap,[187],[26],[e],Right Middle
15:39:22.154,tap,[420],[31],[y],Right Middle
15:39:22.354,tap,[199],[27],[e],Right Middle
15:39:22.621,tap,[360],[41],[t],Right Middle
15:39:24.714,tap,[63],[122],[a],Left Middle
15:39:25.865,swipe,"[18, 362]","[35, 45]","[q, r]",Left Ring
15:39:26.440,swipe,"[40, 311]","[121, 39]","[a, r]",Left Ring
15:39:27.099,swipe,"[343, 176]","[55, 73]","[t, s]",Left Index
15:39:27.532,tap,[272],[38],[r],Left Index
15:39:29.167,tap,[680],[41],[o],Right Middle
15:39:29.358,tap,[289],[97],[f],Left Middle
15:39:29.934,tap,[81],[104],[a],Left Middle
15:39:30.768,swipe,"[278, 175]","[211, 3]","[c, e]",Left Middle
15:39:31.210,tap,[512],[186],[n],Right Middle
15:39:32.377,tap,[347],[51],[t],Right Middle
15:39:32.644,tap,[505],[45],[u],Right Middle
15:39:32.777,tap,[269],[49],[r],Left Index
15:39:32.935,tap,[432],[43],[y],Right Middle
15:39:36.087,swipe,"[290, 241]","[122, 5]","[f, e]",Left Middle
15:39:37.596,swipe,"[208, -21]","[53, 52]","[e, q]",Left Middle
15:39:38.297,swipe,"[548, 395]","[44, 55]","[u, r]",Right Middle
15:39:38.956,swipe,"[516, 357]","[209, 34]","[n, t]",Right Middle
15:39:39.489,swipe,"[667, 446]","[116, 38]","[l, y]",Right Middle
15:39:41.565,swipe,"[38, 170.5]","[103, 95]","[a, f]",Left Middle
15:39:42.449,swipe,"[619, 368]","[125, 87]","[k, g]",Right Middle
15:39:42.933,swipe,"[195, 215]","[92, 122]","[d, a]",Left Middle
15:39:44.759,swipe,"[38, 175]","[109, 125]","[a, f]",Left Middle
15:39:46.110,swipe,"[626, 519]","[121, 85]","[k, t]",Right Middle
15:39:46.919,tap,[213],[121],[d],Left Index
15:39:49.103,swipe,"[30, 299]","[32, 42]","[q, r]",Left Index
15:39:49.737,swipe,"[182, 124]","[32, 129.5]","[e, t]",Left Index
15:39:50.896,swipe,"[325, 596]","[50, 45]","[t, i]",Left Index
15:39:51.413,swipe,"[680, 513]","[38, 182]","[o, n]",Right Middle
15:39:51.738,tap,[161],[125],[s],Left Index
15:39:54.639,swipe,"[365, 454]","[20, 107]","[t, n]",Right Middle
15:39:55.156,swipe,"[602, 498]","[20, 68]","[i, g]",Right Middle
15:39:57.133,swipe,"[751, 600]",[32],"[p, u]",Right Middle
15:39:58.175,swipe,"[274, 145]","[38, 128]","[r, z]",Left Index
15:39:58.942,swipe,"[677, 495]","[30, 179]","[o, n]",Right Middle
15:40:00.485,swipe,"[594, 407]","[50, 110]","[i, g]",Right Middle
15:40:01.919,tap,[47],[94],[a],Left Ring
15:40:02.994,swipe,"[224, 409]","[118, 85]","[d, y]",Left Middle
15:40:03.886,swipe,"[131, 241]","[115, 83]","[s, t]",Left Middle
15:40:05.638,tap,[217],[111],[d],Left Middle
15:40:05.788,tap,[589],[41],[i],Right Middle
15:40:06.329,swipe,"[144, 13]","[114, 125]","[s, s]",Left Middle
15:40:07.122,swipe,"[112, 304]","[119, 70]","[s, t]",Left Middle
15:40:07.539,swipe,"[177, 304]","[45, 42]","[e, y]",Left Middle
15:40:11.883,swipe,"[43, 259]","[111, 63]","[a, r]",Left Middle
15:40:12.308,tap,[187],[50],[e],Left Middle
15:40:14.250,swipe,"[425, 669]","[40, 44]","[y, o]",Right Middle
15:40:14.509,tap,[511],[27],[u],Right Middle
15:40:15.768,swipe,"[356, 93]","[33, 131]","[t, s]",Right Middle
15:40:16.235,swipe,"[692, 610]","[118, 130]","[l, h]",Right Middle
15:40:16.844,swipe,"[600, 525]","[32, 200]","[i, g]",Right Middle
15:40:17.202,tap,[381],[120],[g],Right Middle
15:40:18.662,swipe,"[346, 549]","[31, 56]","[t, i]",Right Middle
15:40:20.187,swipe,"[584, 462]","[188, 127]","[m, g]",Right Middle
15:40:22.572,tap,[364],[34],[t],Right Middle
15:40:22.706,tap,[668],[39],[o],Right Middle
15:40:23.273,tap,[543],[181],[m],Right Middle
15:40:23.456,tap,[159],[40],[w],Left Middle
15:40:24.440,tap,[203],[50],[e],Left Middle
15:40:25.799,tap,[580],[188],[m],Right Middle
15:40:25.949,tap,[178],[54],[e],Left Middle
15:40:30.435,swipe,"[416, 531]","[38, 33]","[y, o]",Right Middle
15:40:31.369,tap,[518],[43],[u],Right Middle
15:40:32.945,swipe,"[368, 168]","[27, 102]","[t, s]",Right Middle
15:40:33.595,swipe,"[703, 586]","[116, 115]","[l, h]",Right Middle
15:40:34.070,swipe,"[601, 541]","[28, 206]","[i, g]",Right Middle
15:40:34.396,tap,[388],[122],[g],Right Middle
15:40:35.713,tap,[364],[39],[t],Right Middle
15:40:35.871,tap,[666],[43],[o],Right Middle
15:40:36.538,tap,[565],[189],[m],Right Middle
15:40:36.722,tap,[187],[24],[e],Left Middle
15:40:39.165,swipe,"[363, 613]","[55, 41]","[t, i]",Right Middle
15:40:39.640,swipe,"[257, 574]","[183, 131]","[c, h]",Left Middle
15:40:40.165,swipe,"[182, 367]","[25, 32]","[e, y]",Left Middle
15:40:40.507,tap,[139],[122],[s],Left Middle
15:40:41.883,swipe,"[30, 276]","[100, 62]","[a, r]",Left Middle
15:40:42.167,tap,[194],[37],[e],Left Middle
15:40:43.184,swipe,"[323, 180]","[204, 20]","[v, e]",Left Index
15:40:43.659,swipe,"[251, 406]","[45, 43]","[r, u]",Left Index
15:40:46.994,swipe,"[24, 283]","[124, 52]","[a, r]",Left Middle
15:40:47.245,tap,[177],[26],[e],Left Middle
15:40:48.329,tap,[789.5],[24],[p],Right Middle
15:40:50.063,swipe,"[21, 30]","[136, 119]","[a, w]",Left Middle
15:40:50.438,tap,[245],[47],[r],Left Middle
15:40:50.630,swipe,"[179, 158]",[27],"[e, q]",Left Middle
15:40:52.298,tap,[14],[135],[nan],Left Middle
15:40:52.731,tap,[279],[39],[r],Left Middle
15:40:52.956,tap,[177],[46],[e],Left Middle
15:40:54.524,tap,[35],[136.5],[a],Left Middle
15:40:55.007,tap,[273],[38],[r],Left Index
15:40:55.199,tap,[201],[29],[e],Left Index
15:40:56.391,swipe,"[335, 202]","[198, 31]","[v, e]",Left Index
15:40:56.842,swipe,"[257, 429]","[37, 15]","[r, u]",Left Index
15:40:58.351,swipe,"[180, 139]","[21, 202]","[e, p]",Left Index
15:40:59.677,swipe,"[736, 575]","[36, 56]","[p, u]",Right Middle
15:41:00.610,swipe,"[500, 357]","[216, 170]","[n, f]",Right Middle
15:41:01.236,swipe,"[613, 458]","[34, 169]","[i, b]",Right Middle
15:41:01.586,tap,[195],[34],[e],Left Middle
15:41:05.455,swipe,"[245, 410]","[197, 135]","[c, h]",Left Middle
15:41:06.214,swipe,"[554, 731]","[216, 76]","[m, p]",Right Middle
15:41:07.173,swipe,"[703, 579]","[136, 97]","[l, y]",Right Middle
15:41:09.857,swipe,"[385, 231]","[39, 38]","[t, w]",Right Middle
15:41:10.908,swipe,"[677, 458]","[117, 41]","[l, y]",Right Middle
15:41:12.859,swipe,"[138, 349]","[125, 97]","[s, g]",Left Middle
15:41:13.635,swipe,"[700, 579]","[106, 108]","[l, h]",Right Middle
15:41:14.936,swipe,"[673, 507]","[36, 26]","[o, y]",Right Middle
15:41:15.694,tap,[360],[39],[t],Right Middle
15:41:17.253,swipe,"[672, 392]","[28, 76]","[o, y]",Right Middle
15:41:18.788,tap,[795],[36],[p],Right Middle
15:41:20.764,tap,[659],[32],[o],Right Middle
15:41:20.947,tap,[308],[118],[f],Left Middle
15:41:21.989,swipe,"[355, 475]","[34, 113]","[t, m]",Right Middle
15:41:22.565,swipe,"[48, 321]","[118, 85]","[a, f]",Left Middle
15:41:24.658,swipe,"[360, 453]","[49, 109]","[t, m]",Right Middle
15:41:25.141,swipe,"[47, 201]","[118, 94]","[a, f]",Left Middle
15:41:27.809,swipe,"[753, 602]","[43, 37]","[p, u]",Right Middle
15:41:29.160,swipe,"[704, 581]","[41, 42]","[o, y]",Right Middle
15:41:31.211,swipe,"[362, 235]","[46, 43]","[t, w]",Right Middle
15:41:31.920,swipe,"[269, 375]","[205, 39]","[c, t]",Right Middle
15:41:34.722,tap,[727],[31],[p],Right Middle
15:41:34.947,tap,[273],[43],[r],Left Index
15:41:36.723,swipe,"[683, 481]","[36, 46]","[o, y]",Right Middle
15:41:38.457,swipe,"[197, 250]","[38, 214]","[e, t]",Left Index
15:41:38.907,tap,[341],[44],[t],Left Index
15:41:40.558,swipe,"[435, 676]","[40, 48]","[y, o]",Right Middle
15:41:41.259,swipe,"[519, 348]","[48, 31]","[u, r]",Right Middle
15:41:45.019,swipe,"[423, 709]","[38, 50]","[y, o]",Right Middle
15:41:45.386,tap,[501],[38],[u],Right Middle
15:41:45.545,tap,[272],[21],[r],Left Index
15:41:48.079,swipe,"[185, 490.5]","[31, 197]","[e, g]",Left Index
15:41:50.089,swipe,"[319, 464]","[197, 148]","[v, j]",Left Index
15:41:51.265,swipe,"[273, 504]","[49, 44]","[r, u]",Left Index
15:41:51.898,tap,[493],[205],[n],Right Middle
15:41:52.382,swipe,"[573, 455]","[202, 162]","[m, g]",Right Middle
15:41:53.016,swipe,"[516, 397]","[211, 81]","[n, t]",Right Middle
15:41:55.801,swipe,"[144, 341]","[113, 29]","[s, t]",Left Middle
15:41:56.460,swipe,"[27, 448]","[106, 188]","[a, f]",Left Middle
15:41:57.501,swipe,"[577, 689]","[30, 129.5]","[i, .]",Right Middle
15:41:58.152,swipe,"[597, 385]","[42, 34]","[i, t]",Right Middle
15:41:58.594,tap,[437],[38],[y],Right Middle
15:42:00.220,swipe,"[696, 547]","[26, 56]","[o, y]",Right Middle
15:42:01.128,swipe,"[364, 446]","[36, 128]","[t, n]",Right Middle
15:42:01.404,tap,[199],[38],[e],Left Middle
15:42:03.888,tap,[600],[35],[i],Right Middle
15:42:04.689,tap,[675],[31],[o],Right Middle
15:42:04.889,tap,[307],[116],[f],Left Index
15:42:05.739,swipe,"[355, 451]","[34, 129]","[t, n]",Right Middle
15:42:06.790,tap,[193],[58],[e],Left Middle
15:42:07.982,swipe,"[524, 360]","[194, 156]","[n, f]",Right Middle
15:42:09.376,swipe,"[381, 563]","[72, 73]","[t, i]",Right Middle
15:42:09.909,swipe,"[666, 514]","[34, 175]","[o, n]",Right Middle
15:42:14.478,swipe,"[351, 447]","[41, 132]","[t, n]",Right Middle
15:42:14.778,tap,[196],[38],[e],Right Middle
15:42:15.937,swipe,"[132, 318]","[123, 62]","[s, t]",Right Middle
15:42:16.604,swipe,"[678, 484]","[34, 133]","[o, h]",Right Middle
15:42:17.171,tap,[618],[109],[k],Right Middle
15:42:20.364,swipe,"[182, 175]","[35, 254]","[e, c]",Left Middle
15:42:21.032,swipe,"[238, 440]","[191, 121]","[c, h]",Left Middle
15:42:21.749,swipe,"[42, 471]","[129.5, 181]","[a, f]",Left Middle
15:42:22.274,swipe,"[390, 194]","[115, 34]","[g, e]",Left Middle
15:42:26.818,swipe,"[204, 422]","[123, 68]","[d, y]",Left Middle
15:42:27.552,swipe,"[724, 492]","[43, 58]","[p, u]",Right Middle
15:42:30.412,tap,[206],[99],[d],Left Middle
15:42:30.662,tap,[589],[44],[i],Right Middle
15:42:30.996,tap,[741],[34],[p],Right Middle
15:42:31.146,tap,[741],[38],[p],Right Middle
15:42:31.504,swipe,"[193, 236]","[25, 151]","[e, d]",Left Middle
15:42:33.756,swipe,"[210, 371]","[132, 75]","[d, y]",Left Middle
15:42:34.331,tap,[746],[36],[p],Right Index
15:42:34.481,tap,[742],[48],[p],Right Index
15:42:34.806,swipe,"[185, 227]","[43, 149]","[e, d]",Left Index
15:42:36.624,tap,[204],[110],[d],Left Index
15:42:36.866,tap,[600],[37],[i],Right Middle
15:42:37.216,tap,[751],[30],[p],Right Middle
15:42:37.366,tap,[751],[38],[p],Right Middle
15:42:37.908,swipe,"[181, 218]","[38, 165]","[e, d]",Left Middle
15:42:39.984,tap,[203],[103],[d],Left Middle
15:42:40.309,tap,[594],[35],[i],Right Middle
15:42:40.543,tap,[733],[29],[p],Right Middle
15:42:40.685,tap,[743],[29],[p],Right Middle
15:42:40.926,tap,[178],[43],[e],Left Index
15:42:41.110,tap,[215],[120],[d],Left Index
15:42:43.436,swipe,"[362, 451]","[36, 111]","[t, m]",Right Middle
15:42:43.678,tap,[188],[35],[e],Left Middle
15:42:44.662,swipe,"[105, 271]","[42, 24]","[w, t]",Left Middle
15:42:45.195,swipe,"[242, 430]","[29, 95]","[r, h]",Left Middle
15:42:45.796,tap,[213],[102],[d],Left Middle
15:42:47.380,tap,[586],[27],[i],Right Middle
15:42:47.613,tap,[128],[100],[s],Left Middle
15:42:48.130,tap,[61],[100],[a],Left Middle
15:42:48.831,swipe,"[119, 324]","[115, 41]","[s, t]",Left Middle
15:42:49.556,swipe,"[40, 361]","[106, 100]","[a, f]",Left Middle
15:42:49.840,tap,[181],[32],[e],Left Middle
15:42:52.808,swipe,"[124, 227]","[142, 15]","[s, e]",Left Middle
15:42:53.317,swipe,"[495, 391]","[220, 68]","[n, t]",Right Middle
15:42:54.926,swipe,"[357, 459]","[32, 132]","[t, n]",Right Middle
15:42:55.593,swipe,"[605, 490]","[14, 64]","[i, g]",Right Middle
15:42:56.552,swipe,"[420, 439]","[202, 87]","[b, y]",Right Middle
15:42:57.953,swipe,"[272, 137]","[56, 38]","[r, q]",Left Index
15:42:59.312,swipe,"[366, 553]","[121, 62]","[g, i]",Right Index
15:43:00.379,swipe,"[121, 308]","[113, 89]","[s, g]",Left Middle
15:43:00.863,swipe,"[181, 289]","[41, 28]","[e, y]",Left Middle
15:43:01.371,swipe,"[196, 235]","[30, 142]","[e, m]",Left Middle
15:43:03.198,swipe,"[598, 500]","[181, 139]","[m, g]",Right Middle
15:43:07.908,swipe,"[577, 467]","[174, 141]","[m, g]",Right Middle
15:43:08.334,swipe,"[596, 650]","[27, 88]","[i, .]",Right Middle
15:43:14.179,swipe,"[589, 439]","[194, 154]","[m, g]",Right Middle
15:43:14.787,swipe,"[598, 664]","[49, 92]","[i, m]",Right Middle
15:43:16.647,tap,[563],[189],[m],Right Middle
15:43:16.930,tap,[55],[106],[a],Right Middle
15:43:17.155,tap,[593],[27],[i],Right Middle
15:43:17.339,tap,[705],[107],[l],Right Middle
15:43:19.615,swipe,"[768, 661]","[43, 125]","[p, m]",Right Middle
15:43:20.049,swipe,"[171, 40]","[41, 160]","[e, s]",Left Middle
15:43:20.482,swipe,"[137, 176]","[128, 29]","[s, e]",Left Middle
15:43:22.000,swipe,"[258, 364]","[138, 98]","[d, u]",Left Middle
15:43:22.750,tap,[689],[118],[l],Right Middle
15:43:22.917,tap,[696],[109],[l],Right Middle
15:43:23.409,swipe,"[695, 561]",[32],"[o, y]",Right Middle
