Time,Type,X,Y,Keys,Finger
12:27:25.532,swipe,"[186, 264]","[47, 51]","[e, y]",Left Index
12:27:27.199,swipe,"[759, 674]","[37, 29]","[p, u]",Right Middle
12:27:28.908,tap,[114],[57],[w],Left Index
12:27:29.551,swipe,"[170.5, 276]","[41, 42]","[e, y]",Left Index
12:27:31.193,tap,[689],[52],[o],Right Middle
12:27:31.427,tap,[273],[115],[f],Left Index
12:27:32.244,swipe,"[193, 154]","[132, 37]","[d, w]",Left Index
12:27:33.036,swipe,"[496, 583]","[226, 43]","[n, i]",Right Middle
12:27:33.661,tap,[54],[115],[a],Left Middle
12:27:34.195,tap,[682],[118],[l],Right Middle
12:27:37.155,swipe,"[264, 462]","[223, 122]","[c, h]",Left Middle
12:27:39.282,swipe,"[570, 730]","[207, 66]","[m, p]",Right Ring
12:27:40.566,tap,[37],[114],[a],Left Middle
12:27:40.816,tap,[492],[214],[n],Right Middle
12:27:41.632,swipe,"[604, 403]","[59, 40]","[i, t]",Right Middle
12:27:42.299,swipe,"[175, 124]","[45, 127]","[e, c]",Left Index
12:27:44.376,swipe,"[257, 385]","[210, 151]","[c, h]",Left Index
12:27:46.152,tap,[558],[197],[m],Right Middle
12:27:46.852,swipe,"[719, 576]","[58, 158]","[o, n]",Right Middle
12:27:49.162,swipe,"[264, 436]","[201, 121]","[c, h]",Right Middle
12:27:50.371,tap,[590],[206],[m],Right Middle
12:27:51.430,swipe,"[751, 568]","[36, 58]","[p, u]",Right Middle
12:27:52.772,tap,[502],[205],[n],Right Middle
12:27:53.414,tap,[572],[55],[i],Right Middle
12:27:53.864,tap,[198],[35],[e],Left Middle
12:27:54.164,tap,[140],[135],[s],Left Middle
12:27:56.116,swipe,"[26, 227]","[136, 163]","[a, c]",Left Middle
12:27:56.933,swipe,"[475, 647]","[226, 90]","[n, o]",Right Middle
12:27:58.050,swipe,"[680, 528]","[43, 29]","[o, y]",Right Middle
12:27:59.017,swipe,"[257, 175]","[207, 57]","[c, w]",Left Middle
12:28:00.460,swipe,"[45, 47]","[142, 126]","[a, q]",Left Middle
12:28:03.403,tap,[26],[118],[a],Left Middle
12:28:05.212,swipe,"[585, 383]","[204, 94]","[m, g]",Right Ring
12:28:06.630,swipe,"[238, 364]","[39, 107]","[e, h]",Left Middle
12:28:07.214,swipe,"[196, 299]","[49, 55]","[e, y]",Left Middle
12:28:10.332,swipe,"[27, 290]","[58, 51]","[q, r]",Left Middle
12:28:12.483,swipe,"[170, 135]","[46, 134]","[e, t]",Left Middle
12:28:13.350,swipe,"[340, 518]","[50, 34]","[t, i]",Left Middle
12:28:14.201,swipe,"[663, 544]","[46, 158]","[o, n]",Right Middle
12:28:16.369,swipe,"[18, 217]","[47, 37]","[q, r]",Left Middle
12:28:18.312,tap,[199],[36],[e],Left Middle
12:28:18.962,swipe,"[135, 324]","[138, 71]","[s, t]",Left Middle
12:28:20.137,swipe,"[304, 428]","[44, 49]","[r, u]",Left Middle
12:28:20.821,swipe,"[669, 514]","[42, 179]","[o, n]",Right Middle
12:28:23.606,swipe,"[6, 206]","[47, 35]","[q, r]",Left Middle
12:28:25.124,tap,[185],[36],[e],Left Middle
12:28:25.407,tap,[138],[123],[s],Left Middle
12:28:26.166,swipe,"[322, 490]","[41, 38]","[t, i]",Left Middle
12:28:26.666,tap,[670],[46],[o],Right Middle
12:28:26.950,tap,[504],[197],[n],Right Middle
12:28:28.759,swipe,"[345, 425]","[57, 125]","[t, n]",Left Middle
12:28:29.335,swipe,"[71, 262]","[129.5, 41]","[a, r]",Left Middle
12:28:30.602,swipe,"[585, 483]","[190, 52]","[m, y]",Right Ring
12:28:30.960,swipe,"[121, 247]","[115, 84]","[s, t]",Left Middle
12:28:32.670,swipe,"[607, 514]","[187, 55]","[m, y]",Right Ring
12:28:33.170,swipe,"[172, 346]","[104, 30]","[s, t]",Left Middle
12:28:34.654,swipe,"[585, 516]","[204, 80]","[m, y]",Right Ring
12:28:35.414,tap,[135],[141],[s],Left Middle
12:28:35.713,tap,[369],[60],[t],Right Middle
12:28:37.181,tap,[416],[190],[b],Right Middle
12:28:37.322,tap,[209],[45],[e],Left Middle
12:28:38.515,swipe,"[35, 269]","[113, 179]","[a, c]",Left Middle
12:28:41.451,swipe,"[123, 95]","[137, 29]","[s, w]",Left Middle
12:28:42.300,swipe,"[170.5, 285]","[52, 44]","[e, y]",Left Index
12:28:42.867,tap,[183],[31],[e],Left Index
12:28:43.101,tap,[218],[123],[d],Left Index
12:28:45.285,swipe,"[5, 281]","[115, 160]","[nan, d]",Left Pinky
12:28:47.645,swipe,"[128, 107]","[118, 13]","[s, w]",Left Middle
12:28:48.245,tap,[112],[33],[w],Left Middle
12:28:48.512,tap,[194],[32],[e],Left Index
12:28:49.621,swipe,"[168, 208]","[32, 136.5]","[e, nan]",Left Index
12:28:51.989,swipe,"[14, 327]","[113, 163]","[nan, d]",Left Pinky
12:28:53.265,tap,[121],[125],[s],Left Middle
12:28:53.648,tap,[107],[31],[w],Left Middle
12:28:55.041,swipe,"[152, 255]","[39, 36]","[w, t]",Left Middle
12:28:55.716,swipe,"[166, 205]","[27, 134]","[e, s]",Left Middle
12:28:58.318,swipe,"[149, 26]","[141, 108]","[s, d]",Left Middle
12:28:58.701,tap,[237],[129.5],[d],Left Middle
12:29:01.044,tap,[344],[45],[t],Left Middle
12:29:01.161,tap,[642],[41],[o],Right Middle
12:29:02.587,swipe,"[466, 256]","[129.5, 29]","[h, r]",Right Ring
12:29:03.246,swipe,"[75, 227]","[123, 38]","[a, r]",Left Middle
12:29:04.880,swipe,"[342, 435]","[40, 127]","[t, n]",Left Middle
12:29:05.463,swipe,"[68, 187]","[136, 77]","[a, r]",Left Middle
12:29:06.631,swipe,"[504, 352]","[213, 116]","[n, f]",Right Ring
12:29:07.423,swipe,"[180, 63]","[50, 48]","[e, q]",Left Index
12:29:10.266,swipe,"[136, 339]","[127, 53]","[s, t]",Left Ring
12:29:11.008,swipe,"[90, 352]","[127, 169]","[a, v]",Left Ring
12:29:11.617,swipe,"[579, 683]","[41, 144]","[i, .]",Right Middle
12:29:12.909,tap,[591],[53],[i],Right Middle
12:29:13.326,tap,[350],[26],[t],Right Middle
12:29:13.877,tap,[447],[45],[y],Right Middle
12:29:15.394,tap,[661],[49],[o],Right Middle
12:29:15.678,tap,[283],[113],[f],Left Index
12:29:16.578,swipe,"[358, 479]","[50, 127]","[t, m]",Left Index
12:29:16.870,tap,[195],[26],[e],Left Index
12:29:18.062,swipe,"[512, 364]","[200, 136]","[n, f]",Right Ring
12:29:18.721,swipe,"[338, 494]","[39, 68]","[t, j]",Left Middle
12:29:19.713,swipe,"[617, 513]","[31, 218]","[i, n]",Right Ring
12:29:21.448,swipe,"[539, 350]","[207, 157]","[n, f]",Right Ring
12:29:22.323,swipe,"[340, 517]","[40, 36]","[t, i]",Left Middle
12:29:22.973,swipe,"[682, 546]","[41, 173]","[o, n]",Right Middle
12:29:25.925,swipe,"[99, 192]","[218, 69]","[z, e]",Left Middle
12:29:27.334,swipe,"[264, 453]","[39, 40]","[r, u]",Left Middle
12:29:28.710,swipe,"[576, 530]","[40, 179]","[i, i]",Right Middle
12:29:30.061,tap,[629],[50],[i],Right Middle
12:29:30.494,tap,[500],[201],[n],Right Middle
12:29:31.328,tap,[656],[59],[o],Right Middle
12:29:31.561,tap,[512],[182],[n],Right Middle
12:29:32.320,swipe,"[348, 420]","[37, 94]","[t, n]",Left Middle
12:29:32.737,tap,[180],[34],[e],Left Middle
12:29:33.938,swipe,"[291, 77]","[122, 114]","[f, a]",Left Middle
12:29:34.547,swipe,"[234, 322]","[190, 34]","[c, t]",Left Middle
12:29:34.913,swipe,"[147, 159]","[130, 114]","[s, r]",Left Middle
12:29:36.681,swipe,"[279, 81]","[209, 133]","[c, a]",Left Middle
12:29:37.715,swipe,"[243, 357]","[208, 81]","[c, y]",Left Middle
12:29:39.016,swipe,"[138, 142]","[124, 106]","[s, e]",Left Middle
12:29:41.209,swipe,"[306, 21]","[129.5, 96]","[f, a]",Left Middle
12:29:41.809,swipe,"[234, 308]","[197, 69]","[c, t]",Left Middle
12:29:42.243,swipe,"[117, 122]","[136, 118]","[s, w]",Left Middle
12:29:43.977,tap,[305],[113],[f],Left Middle
12:29:45.528,swipe,"[11, 224]","[104, 197]","[nan, c]",Left Middle
12:29:47.429,tap,[355],[40],[t],Left Middle
12:29:47.821,tap,[138],[118],[s],Left Middle
12:29:50.264,swipe,"[463, 346]","[142, 87]","[h, r]",Right Ring
12:29:51.332,tap,[507],[235],[n],Right Ring
12:29:51.656,tap,[262],[206],[c],Left Middle
12:29:54.258,swipe,"[470, 303]","[139, 65]","[h, r]",Right Ring
12:29:55.842,swipe,"[458, 336]","[134, 78]","[h, r]",Right Ring
12:29:57.835,swipe,"[254, 48]","[193, 148]","[c, l]",Left Middle
12:29:59.519,tap,[696],[123],[l],Right Middle
12:29:59.686,tap,[698],[122],[l],Right Middle
12:30:00.211,swipe,"[170, 222]","[25, 121]","[e, c]",Left Middle
12:30:01.462,swipe,"[102, 173]","[115, 22]","[s, e]",Left Middle
12:30:03.430,swipe,"[346, 233]","[212, 75]","[v, e]",Right Ring
12:30:03.905,tap,[485],[204],[n],Right Ring
12:30:05.206,swipe,"[309, 516]","[9, 46]","[r, u]",Left Middle
12:30:06.006,swipe,"[570, 384]","[218, 122]","[m, g]",Right Ring
12:30:06.598,tap,[138],[137],[s],Left Middle
12:30:08.074,swipe,"[337, 486]","[30, 51]","[t, i]",Left Middle
12:30:08.808,swipe,"[570, 402]","[218, 149]","[m, g]",Right Ring
12:30:09.308,tap,[138],[129],[s],Left Middle
12:30:10.867,tap,[345],[39],[t],Left Middle
12:30:11.376,swipe,"[608, 592]","[29, 184]","[i, e]",Right Middle
12:30:12.935,swipe,"[200, 126]","[38, 108]","[e, r]",Left Middle
12:30:15.753,swipe,"[320, 468]",[26],"[r, u]",Left Middle
12:30:16.496,tap,[554],[209],[m],Right Ring
12:30:16.938,tap,[185],[41],[e],Left Middle
12:30:17.396,tap,[122],[106],[s],Left Middle
12:30:19.047,swipe,"[336, 426]","[41, 39]","[t, i]",Left Middle
12:30:20.314,swipe,"[565, 429]","[216, 165]","[m, g]",Right Ring
12:30:20.948,tap,[125],[122],[s],Left Middle
12:30:24.792,swipe,"[120, 194]","[123, 31]","[s, e]",Left Middle
12:30:25.267,swipe,"[514, 435]","[218, 156]","[n, t]",Right Ring
12:30:26.435,swipe,"[341, 458]","[38, 109]","[t, m]",Left Middle
12:30:26.893,swipe,"[605, 481]","[43, 110]","[i, g]",Right Middle
12:30:28.319,swipe,"[426, 371]","[211, 75]","[b, t]",Right Middle
12:30:30.261,swipe,"[422, 450]","[204, 88]","[b, y]",Right Middle
12:30:31.862,swipe,"[286, 168]","[41, 37]","[r, q]",Left Middle
12:30:32.421,swipe,"[341, 451]","[126, 83]","[g, i]",Left Middle
12:30:34.230,swipe,"[124, 301]","[121, 55]","[s, t]",Left Middle
12:30:34.881,swipe,"[176, 266]","[41, 43]","[e, y]",Left Index
12:30:35.414,swipe,"[172, 193]","[24, 101]","[e, m]",Left Index
12:30:36.590,swipe,"[568, 429]","[221, 167]","[m, g]",Right Middle
12:30:37.416,swipe,"[593, 679]","[50, 133]","[i, .]",Right Middle
12:30:40.726,swipe,"[49, 259]","[129, 48]","[a, r]",Left Middle
12:30:41.043,tap,[187],[37],[e],Left Middle
12:30:42.010,swipe,"[412, 528]","[19, 29]","[y, o]",Left Middle
12:30:43.628,swipe,"[28, 37]","[142, 127]","[a, w]",Left Middle
12:30:44.120,tap,[266],[45],[r],Left Middle
12:30:44.687,tap,[189],[38],[e],Left Middle
12:30:45.820,swipe,"[42, 213]","[132, 76]","[a, r]",Left Middle
12:30:46.162,tap,[196],[27],[e],Left Middle
12:30:48.672,swipe,"[416, 550]","[20, 39]","[y, o]",Left Middle
12:30:49.147,tap,[504],[50],[u],Right Middle
12:30:50.256,swipe,"[351, 238]","[45, 57]","[t, w]",Left Middle
12:30:50.406,swipe,"[131, 75]","[102, 120]","[s, t]",Left Middle
12:30:52.232,swipe,"[345, 183]","[35, 82]","[t, s]",Left Middle
12:30:54.751,swipe,"[708, 612]","[117, 106]","[l, h]",Right Middle
12:30:55.268,tap,[596],[34],[i],Right Middle
12:30:55.518,tap,[508],[210],[n],Right Middle
12:30:55.793,tap,[381],[98],[g],Left Middle
12:30:58.319,swipe,"[322, 460]","[34, 36]","[t, i]",Left Middle
12:30:58.803,tap,[548],[217],[m],Right Ring
12:31:00.296,tap,[354],[44],[t],Left Middle
12:31:00.413,tap,[696],[39],[o],Right Middle
12:31:00.971,tap,[567],[207],[m],Right Middle
12:31:01.096,tap,[206],[50],[e],Left Middle
12:31:02.597,tap,[69],[139],[a],Left Middle
12:31:03.472,swipe,"[28, 247]","[57, 32]","[q, r]",Left Middle
12:31:04.173,swipe,"[56, 222]","[115, 62]","[a, r]",Left Middle
12:31:04.706,swipe,"[349, 220]","[45, 29]","[t, w]",Left Middle
12:31:05.340,tap,[240],[37],[e],Left Middle
12:31:06.799,tap,[646],[59],[o],Right Middle
12:31:06.966,tap,[284],[122],[f],Left Middle
12:31:07.424,tap,[73],[111],[a],Left Middle
12:31:08.266,swipe,"[256, 206]","[222, 59]","[c, e]",Left Middle
12:31:08.984,tap,[507],[211],[n],Right Ring
12:31:10.176,swipe,"[336, 474]","[50, 34]","[t, i]",Left Middle
12:31:10.901,swipe,"[255, 425]","[50, 33]","[r, u]",Left Middle
12:31:13.328,swipe,"[685, 642]","[120, 23]","[l, i]",Right Middle
12:31:13.678,swipe,"[335, 153]","[209, 36]","[v, e]",Left Index
12:31:16.255,swipe,"[666, 642]","[122, 45]","[l, i]",Right Middle
12:31:16.605,swipe,"[327, 163]","[204, 75]","[v, w]",Left Index
12:31:18.339,swipe,"[584, 490.5]","[216, 160]","[m, g]",Right Ring
12:31:19.206,swipe,"[51, 165]","[126, 150]","[a, c]",Left Middle
12:31:19.782,tap,[121],[103],[s],Left Middle
12:31:23.242,swipe,"[591, 440]","[216, 136.5]","[m, g]",Right Ring
12:31:24.067,swipe,"[38, 241]","[120, 162]","[a, c]",Left Middle
12:31:24.559,tap,[127],[104],[s],Left Middle
12:31:26.469,swipe,"[597, 432]","[218, 142]","[m, g]",Right Ring
12:31:27.945,tap,[39],[120],[a],Left Middle
12:31:28.803,swipe,"[509, 369]","[218, 174]","[n, f]",Right Ring
12:31:30.338,swipe,"[607, 479]","[204, 162]","[m, g]",Right Ring
12:31:32.014,swipe,"[514, 428]","[211, 66]","[n, t]",Right Ring
12:31:33.740,swipe,"[602, 460]","[216, 165]","[m, g]",Right Ring
12:31:34.281,swipe,"[528, 460]","[225, 83]","[n, y]",Right Ring
12:31:35.782,swipe,"[318, 445]","[14, 114]","[r, n]",Left Middle
12:31:36.216,swipe,"[605, 509]","[36, 197]","[i, g]",Right Middle
12:31:37.692,tap,[364],[118],[g],Left Middle
12:31:38.134,tap,[105],[122],[s],Left Middle
12:31:40.618,swipe,"[757, 650]","[48, 27]","[p, u]",Right Middle
12:31:41.110,tap,[679],[49],[o],Right Middle
12:31:41.744,swipe,"[369, 196]","[39, 27]","[t, w]",Left Middle
12:31:42.386,swipe,"[266, 307]","[201, 124]","[c, t]",Left Middle
12:31:43.812,swipe,"[419, 511]","[41, 44]","[y, o]",Left Middle
12:31:45.504,swipe,"[536, 421]","[48, 41]","[u, r]",Right Middle
12:31:47.689,swipe,"[201, 348]","[41, 178]","[e, v]",Left Index
12:31:48.540,swipe,"[307, 430]","[196, 91]","[v, u]",Left Index
12:31:49.874,tap,[269],[38],[r],Left Index
12:31:50.641,swipe,"[661, 516]","[40, 157]","[o, n]",Right Middle
12:31:51.308,swipe,"[591, 431]","[216, 148]","[m, g]",Right Ring
12:31:52.984,swipe,"[512, 402]","[209, 55]","[n, t]",Right Ring
12:31:55.569,swipe,"[287, 257]","[109, 38]","[f, r]",Left Index
12:31:58.987,swipe,"[199, 54]","[42, 36]","[e, q]",Left Index
12:32:00.146,tap,[518],[32],[u],Right Middle
12:32:00.896,swipe,"[192, 333]","[47, 144]","[e, b]",Left Middle
12:32:01.422,tap,[335],[41],[t],Left Middle
12:32:01.730,tap,[678],[122],[l],Right Middle
12:32:01.905,tap,[422],[44],[y],Right Middle
12:32:03.340,swipe,"[54, 191]","[135, 120]","[a, f]",Left Middle
12:32:03.756,tap,[599],[143.5],[k],Right Middle
12:32:03.948,tap,[194],[34],[e],Left Index
12:32:04.198,tap,[215],[120],[d],Left Index
12:32:06.825,swipe,"[164, 142]","[37, 158]","[e, t]",Left Index
12:32:07.267,swipe,"[346, 408]","[35, 51]","[t, j]",Left Index
12:32:07.659,swipe,"[590, 710]","[44, 38]","[i, backspace]",Right Middle
12:32:08.125,tap,[521],[207],[n],Right Middle
12:32:08.534,tap,[120],[117],[s],Left Middle
12:32:10.977,swipe,"[15, 269]","[38, 36]","[q, r]",Left Middle
12:32:11.753,swipe,"[187, 152]","[41, 130]","[e, t]",Left Middle
12:32:12.311,swipe,"[327, 440]","[38, 43]","[t, i]",Left Middle
12:32:12.953,tap,[583],[56],[i],Right Middle
12:32:13.154,tap,[667],[31],[o],Right Middle
12:32:13.370,tap,[519],[186],[n],Right Middle
12:32:14.012,tap,[114],[113],[s],Left Middle
12:32:17.431,swipe,"[232, 481]","[212, 111]","[c, h]",Left Middle
12:32:20.008,tap,[576],[192],[m],Right Middle
12:32:20.174,tap,[580],[188],[m],Right Middle
12:32:20.800,swipe,"[512, 514]","[39, 195]","[u, i]",Right Middle
12:32:21.152,tap,[575],[58],[i],Right Middle
12:32:22.275,swipe,"[250, 89]","[207, 111]","[c, a]",Left Middle
12:32:22.992,swipe,"[377, 196]","[48, 12]","[t, w]",Left Middle
12:32:24.435,swipe,"[344, 440]","[54, 143]","[t, n]",Left Middle
12:32:25.202,swipe,"[262, 380]","[38, 47]","[r, u]",Left Middle
12:32:25.911,swipe,"[677, 542]","[57, 33]","[o, y]",Right Middle
12:32:26.694,swipe,"[378, 455]","[128, 121]","[g, k]",Right Ring
12:32:28.070,swipe,"[176, 442]","[29, 168]","[e, g]",Left Middle
12:32:28.612,swipe,"[22, 97]","[124, 111]","[a, d]",Left Middle
12:32:29.238,tap,[596],[39],[i],Right Middle
12:32:29.496,tap,[669],[117],[l],Right Middle
12:32:31.239,swipe,"[186, 425]","[31, 175]","[e, g]",Left Index
12:32:33.832,tap,[49],[129.5],[a],Left Index
12:32:34.224,swipe,"[590, 670]","[41, 106]","[i, .]",Right Middle
12:32:36.650,swipe,"[307, 432]","[24, 94]","[r, j]",Left Middle
12:32:37.109,tap,[194],[35],[e],Left Middle
12:32:38.284,swipe,"[117, 311]","[136.5, 64]","[s, t]",Left Middle
12:32:38.910,tap,[655],[41],[o],Right Middle
12:32:39.452,swipe,"[217, 380]","[199, 153]","[x, h]",Left Middle
12:32:42.003,swipe,"[132, 287]","[125, 48]","[s, t]",Left Middle
12:32:42.695,tap,[671],[43],[o],Right Middle
12:32:43.154,swipe,"[255, 381]","[198, 159]","[c, h]",Left Middle
12:32:45.780,swipe,"[186, 169]","[46, 164]","[e, c]",Left Middle
12:32:46.306,swipe,"[236, 381]","[209, 130]","[c, h]",Left Middle
12:32:46.906,swipe,"[35, 234]","[128, 144]","[a, f]",Left Middle
12:32:47.990,swipe,"[411, 248]","[140, 51]","[g, e]",Right Ring
12:32:49.357,swipe,"[189, 322]","[127, 69]","[d, y]",Left Index
12:32:49.974,tap,[733],[49],[p],Right Middle
12:32:50.183,tap,[740],[44],[p],Right Middle
12:32:50.441,tap,[180],[31],[e],Left Index
12:32:50.942,swipe,"[204, 215]","[104, 162]","[d, d]",Left Index
12:32:53.076,tap,[199],[125],[d],Left Index
12:32:54.844,swipe,"[588, 750]","[54, 48]","[i, backspace]",Right Middle
12:32:55.703,swipe,"[737, 471]","[50, 44]","[p, u]",Right Middle
12:32:56.345,tap,[202],[117],[d],Left Index
12:32:57.879,swipe,"[206, 362]","[135, 100]","[d, h]",Left Index
12:32:59.897,tap,[740],[38],[p],Right Middle
12:33:00.063,tap,[742],[42],[p],Right Middle
12:33:00.456,swipe,"[189, 213]","[29, 102]","[e, d]",Left Index
12:33:02.465,swipe,"[201, 306]","[143, 98]","[d, y]",Left Index
12:33:03.641,tap,[756],[49],[p],Right Middle
12:33:03.815,tap,[743],[52],[p],Right Middle
12:33:04.182,swipe,"[187, 215]","[40, 145]","[e, d]",Left Index
12:33:05.666,tap,[210],[130],[d],Left Index
12:33:05.908,tap,[588],[48],[i],Right Middle
12:33:06.800,tap,[740],[53],[p],Right Middle
12:33:06.959,tap,[747],[50],[p],Right Middle
12:33:07.343,swipe,"[194, 224]","[44, 125]","[e, d]",Left Index
12:33:09.452,tap,[203],[130],[d],Left Index
12:33:09.919,tap,[588],[52],[i],Right Middle
12:33:10.278,tap,[730],[48],[p],Right Middle
12:33:10.444,tap,[736],[53],[p],Right Middle
12:33:10.945,swipe,"[180, 199]","[48, 122]","[e, d]",Left Index
12:33:12.721,tap,[224],[127],[d],Left Index
12:33:12.871,tap,[607],[43],[i],Right Middle
12:33:13.121,tap,[733],[52],[p],Right Middle
12:33:13.304,tap,[729],[46],[p],Right Middle
12:33:13.421,tap,[183],[56],[e],Left Index
12:33:13.646,tap,[215],[121],[d],Left Index
12:33:15.530,swipe,"[241, 393]","[210, 139]","[c, h]",Left Middle
12:33:16.806,swipe,"[569, 731]","[216, 55]","[m, p]",Right Ring
12:33:17.540,swipe,"[705, 529]","[139, 86]","[l, y]",Right Ring
12:33:18.749,swipe,"[331, 188]","[48, 41]","[t, w]",Left Middle
12:33:19.449,swipe,"[694, 536]","[127, 52]","[l, y]",Right Middle
12:33:21.426,swipe,"[141, 310]","[112, 81]","[s, t]",Left Middle
12:33:22.318,swipe,"[698, 431]","[131, 123]","[l, h]",Right Ring
12:33:24.160,swipe,"[143, 271]","[129.5, 98]","[s, t]",Left Middle
12:33:24.752,swipe,"[676, 526]","[134, 131]","[l, h]",Right Middle
12:33:27.129,tap,[145],[123],[s],Left Middle
12:33:27.379,tap,[680],[45],[o],Right Middle
12:33:27.954,swipe,"[711, 556]","[134, 126]","[l, h]",Right Middle
12:33:29.547,tap,[136],[125],[s],Left Middle
12:33:29.697,tap,[674],[43],[o],Right Middle
12:33:29.880,tap,[689],[123],[l],Right Middle
12:33:30.055,tap,[203],[124],[d],Left Index
12:33:30.656,tap,[672],[68],[o],Right Middle
12:33:30.923,tap,[507],[58],[u],Right Middle
12:33:31.206,tap,[348],[48],[t],Right Middle
12:33:31.748,tap,[666],[71],[o],Right Middle
12:33:31.965,tap,[289],[126],[f],Left Middle
12:33:32.474,swipe,"[342, 446]","[50, 125]","[t, n]",Left Middle
12:33:33.099,swipe,"[70, 348]","[106, 27]","[a, r]",Left Middle
12:33:35.584,swipe,"[736, 682]","[45, 136]","[p, e]",Right Middle
12:33:36.084,swipe,"[196, 69]","[54, 134]","[e, s]",Left Middle
12:33:36.684,tap,[154],[132],[s],Left Middle
12:33:37.084,tap,[199],[51],[e],Left Middle
12:33:38.552,swipe,"[287, 404]","[130, 95]","[f, u]",Left Middle
12:33:39.519,tap,[683],[138],[l],Right Middle
12:33:39.702,tap,[684],[138],[l],Right Middle
12:33:40.170,swipe,"[696, 547]","[57, 57]","[o, y]",Right Middle
12:33:41.646,swipe,"[333, 199]","[40, 44]","[t, w]",Left Middle
12:33:43.146,swipe,"[362, 449]","[50, 122]","[t, m]",Left Middle
12:33:43.488,tap,[240],[57],[e],Left Middle
12:33:44.781,swipe,"[361, 437]","[125, 88]","[g, i]",Left Middle
12:33:45.298,tap,[589],[75],[i],Right Middle
12:33:46.139,swipe,"[208, 173]","[141, 34]","[d, e]",Left Index
12:33:46.807,swipe,"[679, 593]","[140, 45]","[l, u]",Right Middle
12:33:47.390,swipe,"[600, 516]","[55, 200]","[i, e]",Right Middle
12:33:47.891,swipe,"[184, 117]","[43, 133]","[e, g]",Left Index
12:33:49.934,swipe,"[391, 500]","[134, 78]","[g, i]",Right Ring
12:33:50.717,swipe,"[600, 395]","[57, 119]","[i, g]",Right Ring
12:33:51.526,swipe,"[215, 180]","[147, 43]","[d, e]",Left Index
12:33:52.719,swipe,"[683, 590]","[147, 53]","[l, u]",Right Ring
12:33:53.710,swipe,"[560, 419]","[215, 157]","[m, f]",Right Ring
12:33:54.444,swipe,"[173, 109]","[58, 146]","[e, t]",Left Index
12:33:57.338,swipe,"[372, 469]","[58, 130]","[t, m]",Left Index
12:33:57.613,tap,[189],[32],[e],Left Index
12:33:58.505,swipe,"[260, 168]","[207, 181]","[c, a]",Left Index
12:33:59.347,swipe,"[750, 624]","[51, 29]","[p, u]",Right Middle
12:33:59.897,swipe,"[343, 216]","[59, 78]","[t, s]",Left Middle
12:34:00.940,tap,[684],[124],[l],Right Middle
12:34:02.399,swipe,"[663, 528]","[56, 108]","[o, h]",Right Middle
12:34:03.541,tap,[670],[51],[o],Right Middle
12:34:03.683,tap,[283],[127],[f],Left Index
12:34:04.384,tap,[654],[59],[o],Right Middle
12:34:04.800,tap,[513],[51],[u],Right Middle
12:34:05.175,tap,[266],[59],[r],Left Middle
12:34:06.067,swipe,"[539, 349]","[202, 160]","[n, f]",Right Ring
