Time,Trial Num,Target,TapOnly,Word_top1,Word_top2,Word_top3,Sequence
11:32:03.128,0,completely sold out of that,false,cg,cf,cc,C319degrees
11:32:05.848,0,completely sold out of that,false,comm,full,comp,C319degreesM317degrees
11:32:07.411,0,completely sold out of that,false,comply,,,C319degreesM317degreesL204degrees
11:32:09.466,0,completely sold out of that,false,complete,cylinder,cultures,C319degreesM317degreesL204degreesT179degrees
11:32:11.256,0,completely sold out of that,false,completely,challenged,,C319degreesM317degreesL204degreesT179degreesL199degrees
11:32:14.671,0,completely sold out of that,false,dt,st,dr,S332degrees
11:32:17.297,0,completely sold out of that,false,html,drew,dtch,S332degreesL181degrees
11:32:20.480,0,completely sold out of that,false,st,dt,dr,S346degrees
11:32:23.473,0,completely sold out of that,false,argh,sexo,,S346degreesL174degrees
11:32:26.566,0,completely sold out of that,true,s,,,S
11:32:27.652,0,completely sold out of that,false,,,,SO72degrees
11:32:28.604,0,completely sold out of that,false,sold,,,SO72degreesD
11:32:31.011,0,completely sold out of that,false,oe,os,,O176degrees
11:32:31.695,0,completely sold out of that,false,out,org,our,O176degreesT
11:32:34.101,0,completely sold out of that,false,op,ob,oh,O147degrees
11:32:35.675,0,completely sold out of that,false,path,penn,,O147degreesT36degrees
11:32:36.896,0,completely sold out of that,false,format,object,,O147degreesT36degreesA338degrees
11:32:42.227,0,completely sold out of that,false,pj,pg,ph,O153degrees
11:32:43.976,0,completely sold out of that,true,o,,,O
11:32:44.435,0,completely sold out of that,true,of,,,OF
11:32:46.240,0,completely sold out of that,false,tm,th,rm,T38degrees
11:32:47.510,0,completely sold out of that,false,that,what,than,T38degreesA343degrees
11:32:52.124,1,is she done yet,false,og,uk,if,I152degrees
11:32:53.764,1,is she done yet,true,i,,,I
11:32:54.341,1,is she done yet,true,is,,,IS
11:32:56.797,1,is she done yet,false,sf,sg,sb,S358degrees
11:32:57.992,1,is she done yet,false,ace,sie,die,S358degreesE
11:33:01.280,1,is she done yet,false,sf,sg,sb,S356degrees
11:33:02.475,1,is she done yet,false,ace,sie,die,S356degreesE
11:33:04.662,1,is she done yet,true,s,,,S
11:33:05.808,1,is she done yet,false,,,,SH203degrees
11:33:09.049,1,is she done yet,true,s,,,S
11:33:09.525,1,is she done yet,true,sh,,,SH
11:33:09.966,1,is she done yet,true,she,,,SHE
11:33:13.378,1,is she done yet,false,fy,ff,ft,D334degrees
11:33:14.986,1,is she done yet,false,fund,five,,D334degreesN202degrees
11:33:17.846,1,is she done yet,false,fy,ff,ft,D340degrees
11:33:19.674,1,is she done yet,false,fund,diff,,D340degreesN208degrees
11:33:21.630,1,is she done yet,true,d,,,D
11:33:22.148,1,is she done yet,true,do,,,DO
11:33:23.525,1,is she done yet,false,door,doom,dome,DON212degrees
11:33:27.919,1,is she done yet,false,fy,ff,ft,D334degrees
11:33:28.717,1,is she done yet,false,dem,gym,dim,D334degreesN
11:33:29.317,1,is she done yet,false,dude,duke,dube,D334degreesNE
11:33:31.786,1,is she done yet,true,d,,,D
11:33:32.003,1,is she done yet,true,do,,,DO
11:33:32.337,1,is she done yet,true,don,,,DON
11:33:32.587,1,is she done yet,true,done,,,DONE
11:33:35.055,1,is she done yet,false,ye,yr,te,Y172degrees
11:33:35.827,1,is she done yet,false,yet,yea,tee,Y172degreesT
11:33:41.292,2,zero in on the facts,false,,,,Z306degrees
11:33:43.208,2,zero in on the facts,false,zero,deer,euro,Z306degreesR348degrees
11:33:45.971,2,zero in on the facts,false,om,im,ii,I119degrees
11:33:47.595,2,zero in on the facts,true,i,,,I
11:33:47.929,2,zero in on the facts,true,in,,,IN
11:33:49.538,2,zero in on the facts,false,om,pn,op,O139degrees
11:33:51.289,2,zero in on the facts,true,o,,,O
11:33:51.690,2,zero in on the facts,true,on,,,ON
11:33:54.063,2,zero in on the facts,false,tm,th,rm,T40degrees
11:33:54.910,2,zero in on the facts,false,the,,,T40degreesE
11:33:57.623,2,zero in on the facts,false,fs,,,F183degrees
11:33:59.387,2,zero in on the facts,false,fact,fast,,F183degreesC303degrees
11:34:00.653,2,zero in on the facts,false,facts,,,F183degreesC303degreesS
11:34:07.166,3,tickets are very expensive,false,ti,ty,tu,T350degrees
11:34:08.773,3,tickets are very expensive,false,hugh,rick,,T350degreesC341degrees
11:34:10.285,3,tickets are very expensive,false,ticket,toilet,mighty,T350degreesC341degreesE349degrees
11:34:11.315,3,tickets are very expensive,false,tickets,ticketd,,T350degreesC341degreesE349degreesS
11:34:13.525,3,tickets are very expensive,false,,,,A349degrees
11:34:14.670,3,tickets are very expensive,false,ate,,,A349degreesE
11:34:17.315,3,tickets are very expensive,false,,,,A326degrees
11:34:18.100,3,tickets are very expensive,false,are,see,ala,A326degreesE
11:34:20.780,3,tickets are very expensive,false,ve,be,ge,V229degrees
11:34:22.253,3,tickets are very expensive,false,very,hero,beth,V229degreesR358degrees
11:34:24.517,3,tickets are very expensive,false,rx,ed,ex,E97degrees
11:34:25.288,3,tickets are very expensive,false,expo,axis,,E97degreesP177degrees
11:34:26.886,3,tickets are very expensive,false,,,,E97degreesP177degreesN
11:34:28.858,3,tickets are very expensive,false,expansy,expense,exhibit,E97degreesP177degreesNS345degrees
11:34:32.152,3,tickets are very expensive,false,expensive,exclusive,extensive,E97degreesP177degreesNS345degreesV230degrees
11:34:36.126,4,sad to hear that news,false,ds,,,S186degrees
11:34:36.707,4,sad to hear that news,false,dad,sad,sex,S186degreesD
11:34:39.507,4,sad to hear that news,true,t,,,T
11:34:40.484,4,sad to hear that news,true,to,,,TO
11:34:43.861,4,sad to hear that news,false,he,jr,hr,H204degrees
11:34:45.053,4,sad to hear that news,false,hrs,,,H204degreesA
11:34:45.431,4,sad to hear that news,false,heart,clear,,H204degreesAA336degrees
11:34:48.363,4,sad to hear that news,false,jr,he,hr,H203degrees
11:34:49.664,4,sad to hear that news,false,hear,heat,head,H203degreesA338degrees
11:34:52.285,4,sad to hear that news,false,tm,th,rm,T45degrees
11:34:53.531,4,sad to hear that news,false,that,thar,,T45degreesA332degrees
11:34:55.920,4,sad to hear that news,false,mr,mt,nr,N217degrees
11:34:57.173,4,sad to hear that news,false,reed,,,N217degreesW73degrees
11:34:59.917,4,sad to hear that news,false,mt,nt,nr,N228degrees
11:35:01.105,4,sad to hear that news,false,,,,N228degreesW68degrees
11:35:04.472,4,sad to hear that news,true,n,,,N
11:35:05.866,4,sad to hear that news,false,new,mae,bmw,NE189degrees
11:35:07.325,4,sad to hear that news,false,news,need,midf,NE189degreesS
11:35:11.150,5,please follow the guidelines,false,lm,pm,pn,P129degrees
11:35:12.353,5,please follow the guidelines,false,pdas,plus,,P129degreesE153degrees
11:35:12.937,5,please follow the guidelines,false,please,pledge,linear,P129degreesE153degreesS299degrees
11:35:16.166,5,please follow the guidelines,false,fu,fy,gi,F327degrees
11:35:19.097,5,please follow the guidelines,false,gui,fig,,F327degreesL
11:35:19.635,5,please follow the guidelines,false,full,fill,foul,F327degreesLL
11:35:21.240,5,please follow the guidelines,false,guilty,floppy,,F327degreesLLO177degrees
11:35:25.478,5,please follow the guidelines,false,fu,fy,gt,F324degrees
11:35:26.735,5,please follow the guidelines,false,fol,fig,,F324degreesL
11:35:27.250,5,please follow the guidelines,false,full,fill,foul,F324degreesLL
11:35:29.554,5,please follow the guidelines,false,floppy,,,F324degreesLLO179degrees
11:35:31.704,5,please follow the guidelines,true,f,,,F
11:35:32.447,5,please follow the guidelines,true,fo,,,FO
11:35:32.797,5,please follow the guidelines,true,fol,,,FOL
11:35:32.989,5,please follow the guidelines,true,foll,,,FOLL
11:35:33.305,5,please follow the guidelines,true,follo,,,FOLLO
11:35:33.764,5,please follow the guidelines,true,follow,,,FOLLOW
11:35:35.887,5,please follow the guidelines,false,tm,th,rm,T39degrees
11:35:36.395,5,please follow the guidelines,false,the,,,T39degreesE
11:35:38.751,5,please follow the guidelines,false,fu,by,gu,G323degrees
11:35:41.915,5,please follow the guidelines,false,hung,gang,guys,G323degreesI152degrees
11:35:43.734,5,please follow the guidelines,false,tough,toner,tight,G323degreesI152degreesE
11:35:45.360,5,please follow the guidelines,false,roughly,,,G323degreesI152degreesEL219degrees
11:35:46.878,5,please follow the guidelines,false,governing,modelling,telephone,G323degreesI152degreesEL219degreesN212degrees
11:35:47.813,5,please follow the guidelines,false,guidelines,wilderness,,G323degreesI152degreesEL219degreesN212degreesS
11:35:53.391,6,communicate through email,false,cg,vg,cc,C324degrees
11:35:54.677,6,communicate through email,false,cum,com,cim,C324degreesM
11:35:54.948,6,communicate through email,false,comm,,,C324degreesMM
11:35:56.223,6,communicate through email,false,column,cumsum,commit,C324degreesMMU101degrees
11:36:00.055,6,communicate through email,false,combined,commonly,,C324degreesMMU101degreesI145degrees
11:36:02.339,6,communicate through email,false,coordinate,,,C324degreesMMU101degreesI145degreesA335degrees
11:36:02.901,6,communicate through email,false,communicate,,,C324degreesMMU101degreesI145degreesA335degreesE
11:36:05.581,6,communicate through email,false,tm,tn,rm,T49degrees
11:36:06.742,6,communicate through email,false,thru,unto,anti,T49degreesR353degrees
11:36:08.166,6,communicate through email,false,throat,,,T49degreesR353degreesU150degrees
11:36:09.963,6,communicate through email,false,through,,,T49degreesR353degreesU150degreesH
11:36:13.967,6,communicate through email,false,eg,eh,wm,E26degrees
11:36:16.381,6,communicate through email,false,wma,rna,eds,E26degreesA
11:36:17.989,6,communicate through email,false,email,,,E26degreesAI39degrees
11:36:21.658,7,the world is a stage,false,tm,th,rm,T38degrees
11:36:22.711,7,the world is a stage,false,the,,,T38degreesE
11:36:25.661,7,the world is a stage,false,wy,wt,wr,W358degrees
11:36:27.429,7,the world is a stage,false,wood,euro,,W358degreesO175degrees
11:36:30.621,7,the world is a stage,false,et,wt,wy,W354degrees
11:36:33.574,7,the world is a stage,false,worm,worn,with,W354degreesR37degrees
11:36:34.144,7,the world is a stage,false,world,wound,woman,W354degreesR37degreesD
11:36:36.827,7,the world is a stage,false,uk,if,id,I148degrees
11:36:37.842,7,the world is a stage,false,ids,icq,pda,I148degreesA
11:36:40.301,7,the world is a stage,true,i,,,I
11:36:40.802,7,the world is a stage,true,is,,,IS
11:36:41.843,7,the world is a stage,true,a,,,A
11:36:44.812,7,the world is a stage,false,,,,S333degrees
11:36:46.341,7,the world is a stage,false,drag,stan,dean,S333degreesA0degrees
11:36:47.126,7,the world is a stage,false,stage,stake,staff,S333degreesA0degreesE
11:36:51.901,8,want to join us for lunch,false,wx,,,W122degrees
11:36:53.060,8,want to join us for lunch,false,want,walt,wang,W122degreesN221degrees
11:36:55.461,8,want to join us for lunch,false,ty,ti,tu,T349degrees
11:36:57.494,8,want to join us for lunch,true,t,,,T
11:36:57.912,8,want to join us for lunch,true,to,,,TO
11:37:00.153,8,want to join us for lunch,false,jp,jj,nj,J330degrees
11:37:00.848,8,want to join us for lunch,false,join,joan,john,J330degreesI122degrees
11:37:03.507,8,want to join us for lunch,false,uv,iv,uc,U143degrees
11:37:05.015,8,want to join us for lunch,true,u,,,U
11:37:05.466,8,want to join us for lunch,true,us,,,US
11:37:07.619,8,want to join us for lunch,false,fu,fy,gi,F334degrees
11:37:08.358,8,want to join us for lunch,false,fur,for,cir,F334degreesR
11:37:11.818,8,want to join us for lunch,false,lu,li,lt,L204degrees
11:37:13.651,8,want to join us for lunch,false,libs,lynn,luke,L204degreesN182degrees
11:37:14.380,8,want to join us for lunch,false,lunch,punch,touch,L204degreesN182degreesH
11:37:19.258,9,protect your environment,false,li,lu,lt,P173degrees
11:37:23.468,9,protect your environment,false,poor,pros,,P173degreesO173degrees
11:37:25.809,9,protect your environment,false,priest,posted,,P173degreesO173degreesE61degrees
11:37:26.039,9,protect your environment,false,protect,protest,project,P173degreesO173degreesE61degreesT
11:37:28.943,9,protect your environment,false,to,,,Y354degrees
11:37:29.928,9,protect your environment,false,york,your,tour,Y354degreesU174degrees
11:37:33.150,9,protect your environment,false,ev,wb,ec,E42degrees
11:37:35.105,9,protect your environment,false,,,,E42degreesV317degrees
11:37:36.960,9,protect your environment,false,mighty,pretty,,E42degreesV317degreesR6degrees
11:37:39.418,9,protect your environment,false,ensuring,exciting,studying,E42degreesV317degreesR6degreesM206degrees
11:37:40.571,9,protect your environment,false,experiment,excitement,,E42degreesV317degreesR6degreesM206degreesN230degrees
11:37:44.833,9,protect your environment,false,eg,en,ev,E32degrees
11:37:46.606,9,protect your environment,false,enbi,enbg,,E32degreesV323degrees
11:37:48.375,9,protect your environment,false,effort,energy,,E32degreesV323degreesR349degrees
11:37:54.571,9,protect your environment,false,ensuring,entirely,studying,E32degreesV323degreesR349degreesM224degrees
11:37:56.513,9,protect your environment,false,ecotourism,experiment,,E32degreesV323degreesR349degreesM224degreesN228degrees
11:38:00.838,9,protect your environment,true,e,,,E
11:38:01.231,9,protect your environment,true,en,,,EN
11:38:01.581,9,protect your environment,true,env,,,ENV
11:38:01.857,9,protect your environment,true,envi,,,ENVI
11:38:02.225,9,protect your environment,true,envir,,,ENVIR
11:38:02.448,9,protect your environment,true,enviro,,,ENVIRO
11:38:02.907,9,protect your environment,true,envirom,,,ENVIROM
11:38:03.332,9,protect your environment,true,envirome,,,ENVIROME
11:38:03.557,9,protect your environment,true,enviromen,,,ENVIROMEN
11:38:03.899,9,protect your environment,true,enviroment,,,ENVIROMENT
11:38:09.129,10,are you talking to me,false,sr,,,A345degrees
11:38:10.537,10,are you talking to me,false,are,ade,,A345degreesE
11:38:12.581,10,are you talking to me,false,to,tp,yo,Y355degrees
11:38:13.338,10,are you talking to me,false,you,,,Y355degreesU
11:38:16.534,10,are you talking to me,false,ts,ta,,T164degrees
11:38:18.425,10,are you talking to me,false,talk,bald,tail,T164degreesL175degrees
11:38:19.227,10,are you talking to me,false,calvin,,,T164degreesL175degreesI122degrees
11:38:19.783,10,are you talking to me,false,welding,,,T164degreesL175degreesI122degreesG
11:38:23.428,10,are you talking to me,false,ts,ta,td,T156degrees
11:38:25.412,10,are you talking to me,false,tail,talk,tall,T156degreesL171degrees
11:38:26.137,10,are you talking to me,false,tallam,tablet,tallar,T156degreesL171degreesI121degrees
11:38:26.770,10,are you talking to me,false,talking,landing,,T156degreesL171degreesI121degreesG
11:38:29.947,10,are you talking to me,false,ti,ty,tu,T2degrees
11:38:31.405,10,are you talking to me,true,t,,,T
11:38:31.831,10,are you talking to me,true,to,,,TO
11:38:33.799,10,are you talking to me,false,mf,mw,mh,M209degrees
11:38:35.724,10,are you talking to me,true,m,,,M
11:38:36.158,10,are you talking to me,true,me,,,ME
11:38:39.373,11,the capital of our nation,false,tm,tn,rm,T51degrees
11:38:40.075,11,the capital of our nation,false,the,,,T51degreesE
11:38:42.248,11,the capital of our nation,false,cz,cw,ca,C210degrees
11:38:43.117,11,the capital of our nation,false,ceo,,,C210degreesP
11:38:44.837,11,the capital of our nation,false,,,,C210degreesPI177degrees
11:38:46.254,11,the capital of our nation,false,vatican,capital,carroll,C210degreesPI177degreesA359degrees
11:38:50.614,11,the capital of our nation,false,om,oh,ii,O146degrees
11:38:52.317,11,the capital of our nation,true,o,,,O
11:38:52.810,11,the capital of our nation,true,of,,,OF
11:38:54.397,11,the capital of our nation,false,oe,os,oo,O178degrees
11:38:55.009,11,the capital of our nation,false,org,,,O178degreesR
11:38:58.021,11,the capital of our nation,false,oe,os,oo,O172degrees
11:38:58.989,11,the capital of our nation,false,org,,,O172degreesR
11:39:00.847,11,the capital of our nation,true,o,,,O
11:39:01.348,11,the capital of our nation,true,ou,,,OU
11:39:01.690,11,the capital of our nation,true,our,,,OUR
11:39:03.673,11,the capital of our nation,false,mf,nb,na,N193degrees
11:39:04.620,11,the capital of our nation,false,nat,nft,nba,N193degreesT
11:39:04.974,11,the capital of our nation,false,natto,betty,,N193degreesTT349degrees
