distance,target_distance,target_start_key,target_end_key
2.086889899617371,2.3584952830141512,i,n
2.5029349803031247,3.881043674065006,i,f
1.936175615904973,2.3584952830141512,b,u
1.6383970825169338,3.881043674065006,a,t
1.6700231893973811,2.9261749776799064,s,t
1.1295423852162432,3.0,t,i
2.6609267652455233,5.344389581607987,k,e
2.120973486691901,5.836308764964376,s,i
0.36938802853503533,1.0307764064044151,j,u
2.2130212450968476,2.9261749776799064,s,t
1.9810113973044174,3.881043674065006,a,t
2.1873351152144016,2.3584952830141512,c,t
1.3371723255156753,3.4003676271838605,h,e
2.966190027838742,6.329494450586081,l,e
1.2674796164534556,5.153882032022076,m,e
1.0086905574183787,3.4003676271838605,h,e
1.6275908048784866,3.881043674065006,a,t
1.8138617126175849,7.0,o,w
3.0373180243843416,2.3584952830141512,i,n
2.12943958663424,5.618051263561059,o,c
1.997817700016696,5.5901699437494745,a,n
1.4080045332402162,1.8027756377319946,n,g
2.0577235183874927,5.836308764964376,i,s
1.7889369486513491,6.82367203197809,s,o
1.619628217369653,6.0,w,i
1.1454339379684886,2.692582403567252,c,h
1.9775553879727366,2.9261749776799064,s,t
0.8333290166554861,4.8541219597369,f,o
1.2408563701129958,2.9261749776799064,a,r
1.53175,7.0,w,o
1.9611130648499082,4.0,a,g
1.637334609968286,5.0,r,o
1.5116576011534488,2.1360009363293826,e,c
2.308673029307095,3.816084380618437,v,i
3.946508751811529,3.010398644698074,o,n
1.9804293174082226,2.6575364531836625,n,t
2.2999983491841904,2.3584952830141512,n,i
2.4450174143040377,3.010398644698074,n,o
1.74723101023448,5.153882032022076,m,e
1.5349919228207687,5.618051263561059,c,o
2.0529927316602956,6.329494450586081,l,e
1.5433161131148734,3.4003676271838605,l,y
1.540399851702473,2.0,o,u
1.5588885112877697,5.0,h,a
1.7505218686151856,6.0,q,u
0.976268605776607,2.1360009363293826,c,e
1.158589154154742,1.25,s,e
1.9377651794335147,5.836308764964376,i,s
1.2342667990552123,2.0155644370746373,b,y
1.8678049366167762,2.462214450449026,e,g
2.1889820872097143,6.576473218982953,m,a
1.43941857294013,1.6007810593582121,l,i
1.2017080877338722,2.0,r,y
1.0687708258204844,4.0,t,o
1.4559079909544423,3.4003676271838605,h,e
2.2908315425299173,1.0,p,o
3.317421469021535,6.82367203197809,i,a
1.9301262345375243,2.1360009363293826,m,u
1.1230145257297435,2.0,t,e
1.9966331817587328,5.153882032022076,e,m
1.8364069282841426,8.80695747690427,a,p
2.2324287362646094,8.0,a,l
3.3766208422770836,3.010398644698074,o,n
2.4621290202789945,6.0,q,u
2.590227336789186,3.4003676271838605,l,y
2.4008640664612804,5.344389581607987,k,e
1.0707747560178091,3.0,t,i
2.1839156670130375,4.6097722286464435,a,b
2.6804323607629046,3.0,i,t
2.149646577056331,2.1360009363293826,e,c
1.9283312815100004,3.010398644698074,o,n
2.3282664420121684,8.0,l,a
1.6459339911202395,2.462214450449026,g,e
2.0278631995896568,2.0155644370746373,u,n
2.474233378745829,3.010398644698074,n,o
2.4904843718140457,2.3584952830141512,i,n
1.2711985301773279,3.4003676271838605,h,e
1.423621136617815,1.25,w,a
1.1547121123899238,4.8541219597369,f,o
1.8681662131619876,2.462214450449026,l,u
1.242431399011632,2.692582403567252,c,h
1.24944715899673,1.0307764064044151,l,o
1.7492449263896692,5.153882032022076,m,e
1.492563529845548,6.576473218982953,m,a
2.0879870876336857,2.3584952830141512,i,n
1.3111576945585148,2.3584952830141512,z,e
1.1879799687915622,3.4003676271838605,h,e
1.1801356383907742,2.3584952830141512,c,t
1.5069457729128808,1.0,r,e
2.608484821213265,2.0,o,u
1.2777705804447061,1.0,l,k
1.9049284148295444,1.8027756377319946,n,g
1.6871488986601038,1.0307764064044151,d,e
2.8173929992991753,2.3584952830141512,n,i
1.6232714749080022,1.6007810593582121,t,h
1.3236089218968723,1.0,e,r
2.707802528112048,3.010398644698074,o,n
1.5317249722535047,1.0,s,a
1.2324719127124155,1.0,e,r
2.1140065522899874,2.0,e,t
1.4021234398671896,1.0,r,e
2.9049478292432376,2.6575364531836625,n,t
2.04255181237833,2.0,t,e
2.4663943824944137,2.1360009363293826,c,e
2.1572464219462733,2.0,r,y
1.539173139424217,1.25,s,e
3.2063172044613744,3.010398644698074,o,n
2.8653561569637374,2.462214450449026,g,e
2.129914629304424,2.0,o,u
1.1291589029560893,1.0,t,r
1.601722671258979,1.6007810593582121,t,h
2.2698307825144153,2.3584952830141512,i,n
1.8692074690895069,2.0155644370746373,e,a
3.1422301246487345,3.010398644698074,n,o
1.8327134638630773,1.25,d,r
1.9861807138639218,1.8027756377319946,n,k
1.544026053253312,1.25,w,a
1.710936585616194,1.0,e,r
3.1435664906678844,2.9261749776799064,s,t
1.6974433808672384,1.6007810593582121,l,i
1.2254062400383796,1.0,i,o
2.6638193356766893,2.3584952830141512,o,m
2.793567345818783,2.3584952830141512,n,i
2.0267248286953023,2.0,t,e
1.2158956896563948,1.0,g,h
1.4802300971892854,1.6007810593582121,i,l
1.3869131472896925,1.0307764064044151,j,u
1.7969259340607224,1.6007810593582121,t,h
1.5624857649351562,1.0307764064044151,d,e
1.292849626310036,1.0,r,e
1.2393746533030274,1.0,s,a
2.886714444008967,2.9261749776799064,a,r
3.891999777187172,3.881043674065006,a,t
1.3693225743045354,1.0307764064044151,w,s
1.7373543913807565,1.6007810593582121,t,h
3.2135248802911116,2.9261749776799064,s,t
2.187871061385931,2.0155644370746373,e,x
2.0034574997051977,1.8027756377319946,n,g
1.7428542412519754,1.6007810593582121,l,i
2.0319506945297663,1.6007810593582121,f,e
1.6173866749327446,1.25,d,r
2.0482932109746885,2.0155644370746373,e,a
1.5466066585431475,1.25,w,a
1.1409726388042791,1.25,r,d
2.0098869876500522,2.0,p,i
1.1030623849084864,1.0,i,o
2.420806118966366,2.1360009363293826,n,y
1.8984061777251466,1.8027756377319946,n,g
1.5787879053248415,1.25,s,e
0.8687867708045511,1.0,r,e
1.4560596925006197,1.0,e,r
1.5108375574495096,1.6007810593582121,i,l
0.934160083979186,1.0307764064044151,e,d
1.345334374096269,1.25,e,s
3.336498082290023,3.010398644698074,o,n
3.1787075400231464,3.0,f,a
3.210001618477006,2.9261749776799064,t,s
1.740020375239899,1.6007810593582121,l,i
2.9436020981953384,2.9261749776799064,a,r
1.5844170507240194,1.25,s,e
2.3197640505016883,2.0,d,a
1.5725134041559072,1.6007810593582121,t,h
2.1982859978003315,2.0,t,e
2.9849552027626816,3.0,y,o
3.1866007089255777,3.010398644698074,o,n
2.6028903435652064,2.3584952830141512,o,m
2.460475036705311,2.3584952830141512,n,i
1.1158027519458806,1.25,e,s
2.103405705635506,2.0155644370746373,u,n
1.646337298368715,1.0,e,r
1.4849368094720394,1.0,e,r
2.9395023308589154,2.9261749776799064,t,s
1.4006210062415168,1.0,r,e
2.1530091804843754,2.0,r,y
1.9521910206867568,2.0155644370746373,e,x
2.923999754189456,2.6575364531836625,v,e
1.6025610021540522,1.25,e,s
2.9862106265717423,3.010398644698074,o,n
1.2447691176479274,1.0307764064044151,s,w
1.2420404645682848,1.0,e,r
1.209574369871485,1.0307764064044151,e,d
1.3431008199312522,1.25,p,l
2.0853962228435154,2.0155644370746373,e,a
1.6138649891254844,1.25,s,e
2.5701436031134524,2.3584952830141512,o,m
2.2207317065552967,2.0,e,t
1.3802339588816095,1.0307764064044151,o,l
1.8295304127698997,1.6007810593582121,t,h
1.4186253965106503,1.25,w,a
2.7435869000498228,2.6575364531836625,n,t
2.4409906864324578,2.462214450449026,l,u
2.8973689142047485,3.0,y,o
3.820036996712205,3.881043674065006,t,a
1.2962292006528007,1.0,l,k
2.5580565499026795,2.3584952830141512,i,n
2.768733402884792,2.692582403567252,c,a
1.3872577097010492,1.25,s,e
2.837880618745263,2.6575364531836625,v,e
3.317353858876077,3.0,t,i
5.263475473724561,5.153882032022076,m,e
2.663806639472918,2.6575364531836625,n,t
5.116168221005346,6.0,q,u
1.9384090810829897,1.6007810593582121,t,h
0.24525882374544547,1.6007810593582121,l,i
1.7621795497692623,1.6007810593582121,t,h
3.455828975260495,3.6400549446402595,n,d
2.1976271863079964,2.0,r,y
1.9834027933390133,1.6007810593582121,t,h
2.7900598475883993,2.9261749776799064,s,t
5.463437496782588,5.618051263561059,o,c
2.599573657953357,2.692582403567252,c,a
2.322808365562041,2.0,p,i
4.189302203604439,3.881043674065006,t,a
1.990135618808426,2.0,o,u
5.491917221301228,5.5901699437494745,n,a
2.92468419502431,3.0,t,i
3.2934999454417793,3.010398644698074,o,n
2.477396043479928,2.3584952830141512,z,e
4.875532669616726,5.0,r,o
5.269761814173863,5.5901699437494745,c,l
6.746114967612842,6.82367203197809,o,s
1.5533878801670884,1.0307764064044151,e,d
3.75537656650435,4.0,t,o
2.1709102245659535,2.0,d,a
1.8769364167440519,1.6007810593582121,t,h
2.632805184707938,2.6575364531836625,v,e
1.654342562016706,2.0,r,y
0.24899865084975864,2.0155644370746373,e,x
2.897177853640504,3.0,t,i
3.1209719840139547,3.010398644698074,o,n
0.3038873660585448,1.25,w,a
2.1168946338032506,1.6007810593582121,l,i
1.7775556337988412,1.6007810593582121,f,e
2.266994685977451,2.3584952830141512,b,u
1.3001923415402814,1.25,d,r
2.250159695721617,2.0155644370746373,e,a
6.413322784690086,6.576473218982953,m,a
2.2781652225530085,2.1360009363293826,n,y
1.7753859835610395,1.6007810593582121,t,h
2.7696137619937184,2.3584952830141512,i,n
3.145774758008749,3.0,g,s
2.2538086237522474,5.618051263561059,c,o
2.026554823616918,3.010398644698074,m,p
1.7632003041345023,6.329494450586081,l,e
2.039543932629303,2.0,t,e
2.9480894713780312,3.4003676271838605,l,y
1.218067020169662,1.0307764064044151,o,l
1.876450921953463,2.0,o,u
1.5761545371568106,1.6007810593582121,t,h
2.516791918792652,3.881043674065006,a,t
1.507986944572134,3.0,y,e
1.7961667734720514,2.3584952830141512,z,e
1.5706705226192412,5.0,r,o
1.4780923516478934,1.6007810593582121,t,h
1.5342542824202905,3.0,f,a
2.3936462151130438,2.3584952830141512,c,t
1.9627648945428988,3.0,t,i
2.626738293492521,4.6097722286464435,c,k
1.982905841971575,2.0,e,t
1.3521365616127685,2.9261749776799064,a,r
1.2237574565656384,2.6575364531836625,v,e
1.4536585095888237,2.0,r,y
1.7565609021963913,2.0155644370746373,e,x
1.2702155943972673,7.0,p,e
1.4073736011184095,5.836308764964376,s,i
1.8223273452168247,2.6575364531836625,v,e
1.4546896629951696,1.0,s,a
1.247034062535984,3.4003676271838605,h,e
2.142279192968321,2.9261749776799064,a,r
1.330727643997824,1.6007810593582121,t,h
1.7814579703153257,3.881043674065006,a,t
1.099412414087634,1.0,e,w
1.3302590971780655,1.25,p,l
1.902350930427927,2.0155644370746373,e,a
1.5058886496019552,1.25,s,e
1.410936263842205,1.6007810593582121,t,h
1.8695257503575609,2.0155644370746373,g,u
1.4562121937152566,4.8541219597369,i,d
1.442314508221074,1.6007810593582121,l,i
1.707165230726071,4.25,n,e
2.224329091265499,5.618051263561059,c,o
1.9723407175865937,2.0155644370746373,u,n
1.6944515751785292,4.697073557013984,i,c
2.286901660134296,3.881043674065006,a,t
1.4032603665214805,1.6007810593582121,t,h
1.2333466222538574,5.0,r,o
1.7369444840365502,2.0155644370746373,u,g
1.597075907126834,5.153882032022076,e,m
1.2317449068800723,1.6007810593582121,i,l
1.3465281339894086,1.6007810593582121,t,h
0.7908540083352933,7.0,w,o
1.3657018170614696,5.344389581607987,r,l
1.557929099197072,2.9261749776799064,s,t
1.4004999999999999,4.0,a,g
1.2795002076006083,1.25,w,a
1.4320305622611555,2.6575364531836625,n,t
1.5796847984645537,2.0155644370746373,j,o
1.7432827913522815,2.3584952830141512,i,n
1.9847037916588455,4.8541219597369,f,o
2.1152054753912215,2.462214450449026,l,u
1.9979447447627279,3.0,n,c
1.4526882892158934,6.0,p,r
1.549458257141831,4.0,o,t
2.400286812289315,2.1360009363293826,e,c
1.7322462656908808,3.0,y,o
1.2750233392471682,3.0,u,r
1.3926070986642285,2.9261749776799064,a,r
1.2204263407207334,3.0,y,o
1.0470709891167842,3.881043674065006,t,a
1.131267568924346,1.0,l,k
1.756324900538053,2.3584952830141512,i,n
1.1208981331949839,1.6007810593582121,t,h
1.7804894867704217,2.692582403567252,c,a
1.5246078184241347,3.0,i,t
1.6193445626240266,8.0,a,l
1.5228075428300192,5.5901699437494745,n,a
1.4742439587802283,3.0,t,i
1.7982657357159428,3.010398644698074,o,n
1.8821760386916524,3.010398644698074,n,o
1.4304853197429184,1.25,d,r
2.0879231607029984,2.3584952830141512,i,n
1.3557903195645706,1.6007810593582121,t,h
0.9082989337905225,1.25,w,a
1.1847254758487302,2.0,t,e
1.3447887438646264,1.6007810593582121,t,h
1.8205264391447327,4.8541219597369,d,i
1.112490519622527,1.0,s,a
2.2171190801634895,2.9261749776799064,s,t
1.2663417353246318,1.0,e,r
1.4630326807696403,6.0,q,u
2.141063217918845,2.9261749776799064,a,r
1.1580556779037008,2.0,t,e
1.5808233614164484,4.25,e,n
1.3391535864586257,2.0,t,u
1.7515712410575826,2.0,r,y
1.2942439214170567,6.0,w,i
1.1991021901823047,1.6007810593582121,t,h
1.3619124478559554,2.0155644370746373,e,a
2.3066909266848037,2.692582403567252,c,h
1.5988411819189545,4.8541219597369,f,o
1.6553835280683444,2.0,r,w
1.3516948273371474,2.9261749776799064,a,r
1.436543448046386,2.9261749776799064,s,t
1.300881972451767,4.6097722286464435,a,b
1.2467638922927633,1.6007810593582121,i,l
1.5516858271731417,3.0,i,t
1.4548287968434632,3.4003676271838605,h,e
1.8678418570973832,3.0,t,i
2.0260431418160856,3.010398644698074,o,n
1.1356205902501066,1.0307764064044151,l,o
1.9736473413771265,2.6575364531836625,v,e
1.4177616215799467,6.576473218982953,m,a
1.5510598191236855,2.1360009363293826,n,y
1.3373866365509264,1.6007810593582121,t,h
1.9852553558988322,2.3584952830141512,i,n
1.2017253872037492,3.0,g,s
0.9313951900240841,1.6007810593582121,t,h
1.4057173046615736,1.6007810593582121,l,i
2.229058324859401,2.6575364531836625,b,r
1.9065709565867202,2.9261749776799064,a,r
1.2969471124529326,4.0,t,o
1.7307789295935514,2.0,d,a
2.017220662972943,4.366062299143246,w,h
1.9405086196987118,3.881043674065006,a,t
1.0598259585894285,1.6007810593582121,t,h
1.5433465920281806,5.836308764964376,d,o
1.7718462519713722,2.3584952830141512,c,t
1.2779948222215132,5.0,o,r
1.5761073289912724,5.0,o,r
1.0302900380475395,1.0307764064044151,d,e
0.9722551828738176,1.0,r,e
1.588328391147435,2.692582403567252,c,a
1.116574875736061,1.0307764064044151,e,d
1.2902811769629907,1.25,s,e
1.6281612184071328,2.6575364531836625,v,e
1.2037342223784284,3.0,t,i
1.4621981152104526,5.153882032022076,m,e
0.9651158285408027,1.6007810593582121,t,h
1.2953792157125261,1.25,s,e
1.5909375085935966,5.618051263561059,c,o
1.7743069069357762,3.6400549446402595,n,d
1.5540953809612208,8.0,l,a
1.7787489678493142,1.6007810593582121,r,g
1.3425803805079979,1.25,e,s
1.910972286069319,5.618051263561059,c,o
1.855453435989435,2.0155644370746373,u,n
1.1792817530704867,1.0,t,r
1.29606720625321,1.6007810593582121,t,h
2.3260165418855037,2.9261749776799064,s,t
2.2119282064807164,5.618051263561059,o,c
1.7004942158457932,2.0155644370746373,e,x
2.066985879245429,2.692582403567252,c,h
1.7669956715071489,5.5901699437494745,a,n
1.6665084195706907,2.462214450449026,g,e
1.1646275423928458,1.6007810593582121,t,h
1.5547026092230634,1.6007810593582121,l,i
1.7316362294806609,3.816084380618437,v,i
1.5150169140970013,1.8027756377319946,n,g
0.952743776219504,1.0307764064044151,f,r
1.4287968550934735,2.0,e,q
1.251655584865501,4.0,u,e
1.4856607221199596,2.6575364531836625,n,t
1.7287630874414226,3.4003676271838605,l,y
1.357640468100815,1.0,a,s
1.3473766931059044,5.344389581607987,k,e
1.0546511864118866,6.0,q,u
0.9926560645560981,1.25,e,s
1.1522534240022897,3.0,t,i
1.8617478346972773,3.010398644698074,o,n
2.0668107413657886,5.618051263561059,c,o
1.4762968504420102,3.010398644698074,m,p
1.2728108227953594,5.5901699437494745,a,n
1.1477013984482196,5.0,i,e
1.1670358418874716,5.5901699437494745,a,n
1.4879500002100206,3.010398644698074,n,o
1.6719246815048219,2.0155644370746373,u,n
1.9077111162660347,2.1360009363293826,c,e
1.3314844453184573,5.153882032022076,m,e
0.963970508171801,1.6007810593582121,r,g
1.007450402004982,1.0,e,r
1.0656993595756736,1.6007810593582121,t,h
1.017095927137652,1.0307764064044151,d,e
1.176448641569193,2.3584952830141512,n,i
1.4655163126011257,8.0,a,l
1.183416584512825,1.6007810593582121,l,i
1.1914458653249842,1.6007810593582121,f,e
1.1398706615226133,1.25,d,r
1.407867014760272,2.0155644370746373,e,a
1.0418307504100655,6.0,q,u
1.3587574344322828,1.25,e,s
1.151129906874111,3.0,t,i
1.2501647891378163,3.010398644698074,o,n
0.981683861090219,1.6007810593582121,t,h
0.7298945236299557,3.881043674065006,a,t
1.1193690326474106,5.5901699437494745,a,n
1.0132388122377667,1.0307764064044151,s,w
1.2606483265070396,1.0,e,r
0.6462268491984838,1.0307764064044151,e,d
1.2413481204923944,1.25,s,e
1.3776466460054262,2.6575364531836625,n,t
1.0737532595992434,1.6007810593582121,t,h
1.16311925710565,5.836308764964376,i,s
1.0521593050127915,2.0155644370746373,b,y
1.0594698703832965,1.0,r,e
1.681244414488863,2.9261749776799064,g,i
1.4295805602081333,2.9261749776799064,s,t
1.0459380060500714,1.0,e,r
0.812710405448952,1.0307764064044151,e,d
1.0433634613594631,1.6007810593582121,i,l
1.6752008881399867,1.25,w,a
2.983838501515289,2.6575364531836625,n,t
2.338042965013688,2.0155644370746373,j,o
2.729230408924831,2.3584952830141512,i,n
4.896079917903711,4.8541219597369,f,o
2.486206714681022,2.462214450449026,l,u
3.0296778345642634,2.692582403567252,c,h
1.658549337900444,1.0307764064044151,f,r
6.042442109000715,6.0,q,u
1.9356411445887898,1.0,a,s
4.9745547429518755,5.344389581607987,k,e
6.310804594106839,6.0,q,u
1.5621469401115886,1.0,i,o
5.127144030183861,4.6097722286464435,n,s
3.7335908507260145,3.0,t,i
3.4361534476249744,2.9261749776799064,t,s
3.5710355859680254,2.9261749776799064,a,r
2.8093314401517313,2.6575364531836625,v,e
2.733168948308904,2.0155644370746373,e,x
7.50145161056345,7.0,p,e
2.7055396007543484,2.6575364531836625,v,e
1.5790726016399632,1.25,p,l
1.8031552987055774,1.25,s,e
7.440003634281707,7.0,o,w
2.3968207620982014,2.0155644370746373,g,u
1.2516442311016338,1.0307764064044151,d,e
1.4555841718189986,1.6007810593582121,l,i
4.732882520528584,4.25,n,e
6.451001957060624,5.836308764964376,u,a
2.9075905080495774,2.0,t,e
2.624813043937606,2.1360009363293826,c,e
2.172840494030797,1.6007810593582121,t,h
1.6031744388088278,1.0307764064044151,d,e
2.4509253992114894,2.3584952830141512,n,i
2.0382500613271177,1.6007810593582121,l,i
4.102787956454123,3.816084380618437,v,i
2.6776831199051543,2.0155644370746373,e,a
3.465228061127435,2.9261749776799064,s,t
4.264943187268149,3.881043674065006,a,t
5.972948287906066,5.836308764964376,d,o
3.9739908310160965,4.0,t,o
1.3785768080252185,1.0307764064044151,d,e
1.38298572502575,1.0,r,e
2.038320329493135,1.6007810593582121,l,i
1.7127013248447611,1.25,d,r
2.3751247138308336,2.0155644370746373,e,a
5.976448319497542,5.836308764964376,d,o
3.0761995145186862,3.010398644698074,b,i
1.5754500001983565,1.6007810593582121,l,i
1.5353103971591544,1.6007810593582121,t,h
3.110026037370909,3.0,t,i
1.5589376290442163,1.25,p,l
2.3215013225550836,2.0,e,t
2.8841372003815975,3.4003676271838605,l,y
7.000633892057562,6.82367203197809,s,o
1.8446540664850957,1.6007810593582121,t,h
1.8841205881325642,1.6007810593582121,t,h
1.8003404408958326,1.6007810593582121,l,i
3.790238615921826,6.0,p,r
2.3302386412125258,2.0,t,e
4.697303290519466,4.25,e,n
4.369780845834835,4.25,e,n
1.943440188332278,1.6007810593582121,t,h
3.2562176773827636,2.692582403567252,c,h
4.892919227056583,4.8541219597369,f,o
1.9693749999999999,1.25,w,a
2.896261863376652,2.692582403567252,c,a
2.2943181040343994,2.0,p,i
3.9087440637946615,3.881043674065006,t,a
5.202214038873256,5.5901699437494745,n,a
3.410319362794341,3.0,t,i
3.4337538246247354,3.010398644698074,o,n
2.6870618858011066,2.6575364531836625,v,e
5.017403564718509,5.153882032022076,m,e
6.602045995608103,6.576473218982953,m,a
2.1495799189899873,1.6007810593582121,t,h
7.212893885475164,7.0,w,o
2.7790585551810527,2.9261749776799064,s,t
4.297705167077542,4.0,a,g
3.244211096803813,3.010398644698074,n,o
1.5778766042137131,1.25,d,r
1.8101670244068635,1.8027756377319946,n,k
1.8890160302390235,1.6007810593582121,t,h
1.7628007722088168,1.25,w,a
1.7923879672102239,2.0,t,e
2.2896151593936045,1.25,s,e
3.692358600034671,5.618051263561059,c,o
5.1670893175582915,8.0,l,a
2.6675883888823626,2.462214450449026,g,e
4.747190710370187,5.618051263561059,c,o
