Time,Type,X,Y,Keys,Finger
11:40:23.613,tap,[499],[193],[n],Right Index
11:40:23.763,tap,[327],[42],[t],Left Middle
11:40:24.171,tap,[679],[126],[l],Right Middle
11:40:24.305,tap,[399],[56],[t],Left Middle
11:40:26.347,swipe,"[49, 89]","[115, 120]","[a, f]",Left Ring
11:40:26.556,tap,[607],[118],[k],Right Middle
11:40:26.781,tap,[189],[43],[e],Left Middle
11:40:26.906,tap,[220],[143],[d],Left Middle
11:40:28.599,swipe,"[23, 100]","[38, 37]","[q, r]",Left Middle
11:40:28.982,tap,[176],[19],[e],Left Middle
11:40:29.157,tap,[141],[111],[s],Left Middle
11:40:29.382,tap,[329],[41],[t],Left Middle
11:40:29.533,tap,[578],[50],[i],Right Index
11:40:29.591,tap,[663],[41],[o],Right Index
11:40:29.733,tap,[493],[186],[n],Right Index
11:40:29.883,tap,[144],[97],[s],Left Middle
11:40:34.068,swipe,"[240, 251]","[198, 162]","[c, r]",Left Middle
11:40:34.327,tap,[554],[195],[m],Right Index
11:40:34.552,tap,[724],[36],[p],Right Middle
11:40:34.618,tap,[683],[125],[l],Right Middle
11:40:34.877,tap,[181],[32],[e],Left Middle
11:40:35.227,tap,[335],[47],[t],Left Middle
11:40:35.461,tap,[191],[36],[e],Left Middle
11:40:35.553,tap,[708],[101],[l],Right Middle
11:40:35.786,tap,[414],[42],[y],Left Middle
11:40:38.588,swipe,"[236, 278]","[197, 158]","[c, y]",Left Middle
11:40:38.971,tap,[586],[181],[m],Right Index
11:40:39.505,tap,[746],[44],[p],Right Middle
11:40:39.546,tap,[697],[102],[l],Right Middle
11:40:40.013,swipe,"[178, 257]","[46, 27]","[e, t]",Left Middle
11:40:40.439,tap,[206],[45],[e],Left Middle
11:40:40.547,tap,[685],[98],[l],Right Middle
11:40:40.755,tap,[424],[50],[y],Left Middle
11:40:42.131,tap,[138],[115],[s],Left Middle
11:40:42.223,tap,[661],[36],[o],Right Middle
11:40:42.398,tap,[677],[106],[l],Right Middle
11:40:42.531,tap,[208],[118],[d],Left Middle
11:40:43.523,tap,[673],[63],[o],Right Middle
11:40:43.715,tap,[529],[53],[u],Right Middle
11:40:43.882,tap,[358],[55],[t],Left Middle
11:40:44.374,tap,[647],[64],[o],Right Middle
11:40:44.691,tap,[284],[113],[f],Left Middle
11:40:45.283,swipe,"[325, 376]","[20, 73]","[t, n]",Left Middle
11:40:45.633,tap,[82],[106],[a],Left Ring
11:40:45.800,tap,[345],[47],[t],Left Middle
11:40:48.910,swipe,"[563, 540]","[134, 80]","[j, u]",Right Index
11:40:49.085,tap,[139],[124],[s],Left Middle
11:40:49.294,tap,[348],[59],[t],Left Middle
11:40:50.452,swipe,"[100, 171]","[43, 75]","[w, f]",Left Middle
11:40:50.677,tap,[85],[121],[a],Left Ring
11:40:50.861,tap,[343],[51],[t],Left Middle
11:40:52.403,swipe,"[103, 185]","[36, 62]","[w, f]",Left Middle
11:40:52.704,tap,[82],[115],[a],Left Ring
11:40:52.912,tap,[348],[55],[t],Left Middle
11:40:54.354,tap,[341],[25],[t],Left Middle
11:40:54.546,tap,[416],[106],[g],Left Middle
11:40:54.721,tap,[216],[45],[e],Left Middle
11:40:55.805,swipe,"[208, 239]","[113, 96]","[d, y]",Left Middle
11:40:57.656,tap,[792],[34],[p],Right Middle
11:40:59.641,tap,[352],[38],[t],Left Middle
11:40:59.757,tap,[474],[125],[h],Right Index
11:40:59.891,tap,[185],[32],[e],Left Middle
11:41:00.891,swipe,"[213, 274]","[112, 103]","[d, y]",Left Middle
11:41:01.283,tap,[257],[181],[c],Left Middle
11:41:01.508,tap,[341],[57],[t],Left Middle
11:41:01.984,tap,[669],[48],[o],Right Middle
11:41:02.084,tap,[259],[29],[r],Left Middle
11:41:04.001,swipe,"[694, 645]","[55, 50]","[o, y]",Right Middle
11:41:04.260,tap,[213],[120],[d],Left Middle
11:41:04.668,tap,[176],[36],[e],Left Middle
11:41:04.736,tap,[271],[41],[r],Left Middle
11:41:05.052,tap,[187],[13],[e],Left Middle
11:41:05.102,tap,[210],[117],[d],Left Middle
11:41:07.570,tap,[334],[41],[t],Left Middle
11:41:07.670,tap,[486],[111],[h],Right Index
11:41:07.753,tap,[179],[29],[e],Left Middle
11:41:08.387,swipe,"[129, 178]","[118, 89]","[s, t]",Left Middle
11:41:08.570,tap,[670],[37],[o],Right Middle
11:41:08.712,tap,[255],[197],[c],Left Middle
11:41:08.837,tap,[618],[113],[k],Right Middle
11:41:09.654,swipe,"[206, 163.5]","[22, 115]","[e, c]",Left Middle
11:41:10.130,tap,[249],[185],[c],Left Middle
11:41:10.347,tap,[474],[122],[h],Right Index
11:41:10.463,tap,[93],[119],[a],Left Ring
11:41:10.597,tap,[479],[190],[n],Right Index
11:41:10.747,tap,[215],[48],[e],Left Middle
11:41:12.981,swipe,"[173, 180]","[15, 120]","[e, c]",Left Middle
11:41:13.465,tap,[250],[193],[c],Left Middle
11:41:15.032,swipe,"[187, 180]","[29, 107]","[e, c]",Left Middle
11:41:15.316,tap,[246],[196],[c],Left Middle
11:41:15.516,tap,[465],[122],[h],Right Index
11:41:15.774,tap,[504],[193],[n],Right Index
11:41:15.849,tap,[364],[125],[g],Left Middle
11:41:15.891,tap,[208],[34],[e],Left Middle
11:41:17.184,tap,[201],[34],[e],Left Middle
11:41:17.443,tap,[180],[188],[x],Left Middle
11:41:17.867,swipe,"[234, 303]","[205, 171]","[c, h]",Left Middle
11:41:18.126,tap,[65],[130],[a],Left Ring
11:41:18.484,tap,[481],[207],[n],Right Index
11:41:18.618,tap,[355],[110],[g],Left Middle
11:41:18.709,tap,[196],[46],[e],Left Middle
11:41:21.561,swipe,"[223, 250]","[113, 111]","[d, h]",Left Middle
11:41:21.769,tap,[725],[48],[p],Right Middle
11:41:21.894,tap,[725],[48],[p],Right Middle
11:41:22.053,tap,[180],[28],[e],Left Middle
11:41:22.111,tap,[227],[115],[d],Left Middle
11:41:23.470,swipe,"[216, 257]","[121, 102]","[d, y]",Left Middle
11:41:23.712,tap,[738],[31],[p],Right Middle
11:41:23.854,tap,[741],[36],[p],Right Middle
11:41:24.004,tap,[196],[24],[e],Left Middle
11:41:24.062,tap,[227],[111],[d],Left Middle
11:41:25.563,swipe,"[204, 250]","[122, 110]","[d, y]",Left Middle
11:41:25.814,tap,[747],[41],[p],Right Middle
11:41:25.938,tap,[748],[43],[p],Right Middle
11:41:26.130,tap,[195],[13],[e],Left Middle
11:41:26.197,tap,[228],[99],[d],Left Middle
11:41:27.314,tap,[218],[102],[d],Left Middle
11:41:27.448,tap,[600],[35],[i],Right Middle
11:41:27.698,tap,[740],[41],[p],Right Middle
11:41:28.173,tap,[732],[44],[p],Right Middle
11:41:28.482,tap,[199],[32],[e],Left Middle
11:41:28.540,tap,[229],[110],[d],Left Middle
11:41:30.933,tap,[116],[41],[w],Left Middle
11:41:31.141,tap,[63],[109],[a],Left Ring
11:41:31.425,tap,[497],[192],[n],Right Index
11:41:32.283,tap,[339],[48],[t],Left Middle
11:41:33.217,swipe,"[557, 600]","[115, 89]","[j, p]",Right Index
11:41:33.442,tap,[628],[32],[i],Right Index
11:41:33.600,tap,[521],[115],[j],Right Index
11:41:33.843,tap,[492],[207],[n],Right Index
11:41:37.153,tap,[121],[32],[w],Left Index
11:41:37.345,tap,[53],[130],[a],Left Ring
11:41:37.536,tap,[495],[202],[n],Right Index
11:41:37.703,tap,[346],[52],[t],Left Middle
11:41:38.537,tap,[347],[40],[t],Left Middle
11:41:39.279,swipe,"[535, 605]","[131, 101]","[j, p]",Right Index
11:41:39.604,tap,[593],[40],[i],Right Index
11:41:39.704,tap,[490.5],[188],[n],Right Index
11:41:41.730,tap,[653],[32],[o],Right Index
11:41:42.373,swipe,"[525, 585]","[129.5, 92]","[j, p]",Right Index
11:41:42.631,tap,[586],[40],[i],Right Index
11:41:42.739,tap,[489],[172],[n],Right Index
11:41:44.448,swipe,"[534, 607]","[123, 92]","[j, p]",Right Index
11:41:44.715,tap,[586],[43],[i],Right Index
11:41:44.815,tap,[482],[187],[n],Right Index
11:41:46.208,tap,[533],[43],[u],Right Middle
11:41:46.316,tap,[151],[106],[s],Left Ring
11:41:46.766,tap,[657],[50],[o],Right Middle
11:41:46.858,tap,[292],[101],[f],Left Middle
11:41:47.008,tap,[261],[38],[r],Left Middle
11:41:47.642,swipe,"[691, 631]","[103, 55]","[l, i]",Right Index
11:41:47.892,tap,[490],[193],[n],Right Index
11:41:48.142,tap,[285],[188],[c],Left Middle
11:41:48.234,tap,[483.5],[120],[h],Right Middle
11:41:51.694,swipe,"[535, 502]","[39, 89]","[u, b]",Right Middle
11:41:58.648,tap,[519],[32],[u],Right Middle
11:41:58.765,tap,[150],[106],[s],Left Middle
11:42:00.116,swipe,"[272, 311]","[125, 103]","[f, u]",Left Middle
11:42:00.757,tap,[270],[34],[r],Left Middle
11:42:02.350,tap,[304],[119],[f],Left Middle
11:42:02.475,tap,[677],[32],[o],Right Middle
11:42:02.593,tap,[259],[38],[r],Left Middle
11:42:04.292,tap,[294],[102],[f],Left Middle
11:42:04.367,tap,[673],[29],[o],Right Middle
11:42:04.484,tap,[264],[36],[r],Left Middle
11:42:05.910,swipe,"[692, 642]","[111, 86]","[l, y]",Right Index
11:42:06.202,tap,[495],[200],[n],Right Index
11:42:06.653,tap,[260],[185],[c],Left Middle
11:42:06.677,tap,[462],[113],[h],Right Index
11:42:10.671,swipe,"[325, 362]","[36, 37]","[t, i]",Left Middle
11:42:11.096,tap,[250],[191],[c],Left Middle
11:42:11.205,tap,[605],[118],[k],Right Middle
11:42:11.371,tap,[189],[32],[e],Left Middle
11:42:11.596,tap,[368],[48],[t],Left Middle
11:42:11.863,tap,[150],[129],[s],Left Ring
11:42:13.097,tap,[68],[117],[a],Left Ring
11:42:13.289,tap,[285],[44],[r],Left Middle
11:42:13.364,tap,[186],[27],[e],Left Middle
11:42:14.281,swipe,"[317, 252]","[194, 138]","[v, w]",Left Middle
11:42:14.506,tap,[248],[22],[r],Left Middle
11:42:14.740,tap,[460],[51],[y],Left Middle
11:42:17.641,swipe,"[184, 180]","[27, 128]","[e, p]",Left Middle
11:42:18.325,tap,[734],[55],[p],Right Middle
11:42:18.467,tap,[202],[25],[e],Left Middle
11:42:18.592,tap,[507],[201],[n],Right Index
11:42:19.217,swipe,"[114, 154]","[108, 94]","[s, t]",Left Middle
11:42:19.492,tap,[311],[176],[v],Left Middle
11:42:19.617,tap,[188],[23],[e],Left Middle
11:42:22.269,swipe,"[698, 682]","[121, 75]","[l, o]",Right Middle
11:42:22.519,tap,[320],[178],[v],Left Middle
11:42:24.128,swipe,"[695, 684]","[111, 67]","[l, o]",Right Middle
11:42:24.370,tap,[327],[172],[v],Left Middle
11:42:24.453,tap,[213],[41],[e],Left Middle
11:42:26.296,tap,[697],[125],[l],Right Middle
11:42:26.455,tap,[683],[26],[o],Right Middle
11:42:26.805,tap,[314],[183],[v],Left Middle
11:42:26.880,tap,[199],[29],[e],Left Middle
11:42:27.864,swipe,"[582, 558]","[192, 175]","[m, t]",Right Index
11:42:28.155,tap,[72],[119],[a],Left Ring
11:42:28.347,tap,[478],[204],[n],Right Index
11:42:29.148,tap,[153],[134],[s],Left Ring
11:42:30.248,tap,[796.5],[38],[p],Right Middle
11:42:30.790,swipe,"[586, 554]","[201, 167]","[m, y]",Right Middle
11:42:31.057,tap,[68],[112],[a],Left Ring
11:42:31.174,tap,[476],[207],[n],Right Index
11:42:31.299,tap,[149.5],[117],[s],Left Ring
11:42:32.925,swipe,"[576, 537]","[200, 167]","[m, t]",Right Index
11:42:33.400,tap,[58],[115],[a],Left Ring
11:42:33.583,tap,[474],[197],[n],Right Index
11:42:33.683,tap,[163.5],[122],[s],Left Ring
11:42:35.968,tap,[556],[174],[m],Right Index
11:42:36.135,tap,[194],[36],[e],Left Middle
11:42:36.560,tap,[78],[111],[a],Left Ring
11:42:36.643,tap,[476],[200],[n],Right Index
11:42:36.760,tap,[163.5],[124],[s],Left Ring
11:42:38.419,swipe,"[575, 539]","[200, 187]","[m, g]",Right Index
11:42:38.711,tap,[488],[201],[n],Right Index
11:42:39.245,tap,[437],[31],[y],Left Middle
11:42:41.304,swipe,"[579, 542]","[209, 200]","[m, g]",Right Index
11:42:41.563,tap,[490],[203],[n],Right Index
11:42:42.238,tap,[458],[29],[y],Right Middle
11:42:44.848,tap,[343],[41],[t],Left Middle
11:42:44.898,tap,[478],[129],[h],Right Index
11:42:45.198,tap,[579],[43],[i],Right Index
11:42:45.365,tap,[494],[195],[n],Right Index
11:42:45.857,tap,[359],[113],[g],Left Middle
11:42:46.115,tap,[145],[118],[s],Left Middle
11:42:49.025,swipe,"[336, 404]","[34, 90]","[t, n]",Left Middle
11:42:49.292,tap,[604],[34],[i],Right Middle
11:42:49.426,tap,[144],[125],[s],Left Ring
11:42:50.309,swipe,"[749, 709]","[52, 48]","[p, u]",Right Middle
11:42:51.009,tap,[262],[45],[r],Left Middle
11:42:51.401,tap,[137],[115],[s],Left Middle
11:42:51.535,tap,[508],[177],[n],Right Index
11:42:52.919,tap,[747],[25],[p],Right Middle
11:42:53.077,tap,[189],[37],[e],Left Middle
11:42:53.119,tap,[263],[40],[r],Left Middle
11:42:53.336,tap,[152],[122],[s],Left Middle
11:42:53.486,tap,[505],[177],[n],Right Index
11:42:54.169,tap,[595],[57],[i],Right Middle
11:42:54.303,tap,[140],[121],[s],Left Ring
11:42:54.528,tap,[69],[124],[a],Left Ring
11:42:55.537,tap,[207],[127],[d],Left Middle
11:42:55.862,tap,[138],[111],[s],Left Ring
11:42:56.079,tap,[58],[106],[a],Left Ring
11:42:56.404,tap,[348],[52],[t],Left Middle
11:42:56.596,tap,[196],[16],[e],Left Middle
11:42:56.646,tap,[301],[45],[r],Left Middle
11:42:59.156,tap,[68],[143],[a],Left Ring
11:43:00.606,swipe,"[220, 257]","[120, 111]","[d, y]",Left Middle
11:43:00.906,tap,[136],[125],[s],Left Ring
11:43:01.215,tap,[70],[127],[a],Left Ring
11:43:01.640,tap,[348],[53],[t],Left Middle
11:43:01.849,tap,[185],[45],[e],Left Middle
11:43:01.898,tap,[266],[46],[r],Left Middle
11:43:03.725,swipe,"[212, 249]","[120, 106]","[d, y]",Left Middle
11:43:04.067,tap,[128],[121],[s],Left Ring
11:43:04.309,tap,[66],[126],[a],Left Ring
11:43:05.359,tap,[140],[136],[s],Left Ring
11:43:06.168,tap,[344],[46],[t],Left Middle
11:43:06.359,tap,[191],[28],[e],Left Middle
11:43:06.409,tap,[266],[38],[r],Left Middle
11:43:10.770,swipe,"[760, 729]","[50, 44]","[p, u]",Right Middle
11:43:10.979,tap,[681],[49],[o],Right Middle
11:43:11.237,tap,[340],[38],[t],Left Middle
11:43:11.404,tap,[199],[25],[e],Left Middle
11:43:11.612,tap,[230],[201],[c],Left Middle
11:43:11.854,tap,[336],[45],[t],Left Middle
11:43:13.764,tap,[431],[50],[y],Left Middle
11:43:14.130,tap,[661],[50],[o],Right Middle
11:43:14.189,tap,[534],[48],[u],Right Middle
11:43:14.322,tap,[275],[28],[r],Left Middle
11:43:15.231,swipe,"[185, 209]","[30, 66]","[e, v]",Left Middle
11:43:15.506,tap,[505],[200],[n],Right Index
11:43:15.740,tap,[322],[194],[v],Left Middle
11:43:17.065,tap,[183],[24],[e],Left Middle
11:43:17.174,tap,[517],[181],[n],Right Index
11:43:17.374,tap,[319],[186],[v],Left Middle
11:43:17.499,tap,[588],[47],[i],Right Middle
11:43:17.784,tap,[276],[41],[r],Left Middle
11:43:17.908,tap,[664],[27],[o],Right Middle
11:43:18.708,tap,[572],[176],[m],Right Middle
11:43:18.799,tap,[185],[55],[e],Left Middle
11:43:18.925,tap,[512],[182],[n],Right Index
11:43:19.825,tap,[348],[33],[t],Left Middle
11:43:22.118,swipe,"[250, 290]","[205, 178]","[c, y]",Left Middle
11:43:22.301,tap,[558],[198],[m],Right Index
11:43:22.518,tap,[729],[58],[p],Right Middle
11:43:22.685,tap,[82],[115],[a],Left Ring
11:43:22.860,tap,[512],[186],[n],Right Index
11:43:23.202,tap,[613],[39],[i],Right Middle
11:43:23.302,tap,[203],[23],[e],Left Middle
11:43:23.477,tap,[159],[125],[s],Left Ring
11:43:24.828,tap,[67],[126],[a],Left Ring
11:43:25.003,tap,[491],[197],[n],Right Index
11:43:25.103,tap,[495],[203],[n],Right Index
11:43:25.595,swipe,"[668, 674]","[54, 31]","[o, o]",Right Index
11:43:25.637,tap,[545],[42],[u],Right Index
11:43:26.228,tap,[506],[193],[n],Right Index
11:43:26.470,swipe,"[283, 266]","[225, 169]","[c, e]",Left Middle
11:43:28.622,tap,[76],[111],[a],Left Ring
11:43:28.864,tap,[493],[199],[n],Right Index
11:43:28.988,tap,[502],[193],[n],Right Index
11:43:29.347,tap,[764],[7],[p],Right Middle
11:43:29.355,tap,[659],[24],[o],Right Middle
11:43:29.405,tap,[526],[54],[u],Right Middle
11:43:29.631,tap,[495],[185],[n],Right Index
11:43:30.039,tap,[246],[204],[c],Left Middle
11:43:30.806,tap,[201],[34],[e],Left Middle
11:43:32.665,tap,[73],[122],[a],Left Ring
11:43:32.907,tap,[481],[205],[n],Right Index
11:43:33.057,tap,[482],[205],[n],Right Index
11:43:33.491,tap,[654],[36],[o],Right Index
11:43:33.532,tap,[533],[50],[u],Right Index
11:43:33.774,tap,[492],[186],[n],Right Index
11:43:33.874,tap,[304],[196],[v],Left Middle
11:43:34.633,tap,[253],[216],[c],Left Middle
11:43:34.775,tap,[206],[27],[e],Left Middle
11:43:36.234,tap,[64],[125],[a],Left Ring
11:43:36.601,tap,[479],[212],[n],Right Index
11:43:36.768,tap,[480],[204],[n],Right Index
11:43:37.418,tap,[652],[39],[o],Right Index
11:43:37.451,tap,[524],[28],[u],Right Index
11:43:37.676,tap,[483],[186],[n],Right Index
11:43:37.885,tap,[276],[218],[c],Left Middle
11:43:38.102,tap,[176],[31],[e],Left Middle
11:43:38.785,tap,[73],[113],[a],Left Ring
11:43:39.419,swipe,"[587, 560]","[193, 170]","[m, y]",Right Index
11:43:39.652,tap,[259],[47],[r],Left Middle
11:43:39.894,tap,[361],[102],[g],Left Middle
11:43:40.070,tap,[191],[48],[e],Left Middle
11:43:40.119,tap,[269],[43],[r],Left Middle
11:43:42.763,tap,[604],[29],[i],Right Middle
11:43:42.846,tap,[147],[127],[s],Left Ring
11:43:43.180,tap,[139],[127],[s],Left Ring
11:43:43.305,tap,[479],[123],[h],Right Index
11:43:43.538,tap,[196],[45],[e],Left Middle
11:43:44.080,tap,[226],[127],[d],Left Middle
11:43:44.188,tap,[640],[61],[o],Right Middle
11:43:44.230,tap,[495],[181],[n],Right Index
11:43:44.272,tap,[193],[36],[e],Left Middle
11:43:44.905,tap,[470],[45],[y],Left Middle
11:43:45.122,tap,[354],[56],[t],Left Middle
11:43:46.648,tap,[402],[49],[y],Left Middle
11:43:46.907,tap,[198],[34],[e],Left Middle
11:43:48.249,tap,[342],[47],[t],Left Middle
11:43:49.250,tap,[450],[45],[y],Left Middle
11:43:49.392,tap,[173],[24],[e],Left Middle
11:43:49.516,tap,[349],[50],[t],Left Middle
11:43:51.968,tap,[241],[186],[c],Left Middle
11:43:52.101,tap,[667],[49],[o],Right Index
11:43:52.351,tap,[577],[197],[m],Right Index
11:43:52.501,tap,[560],[181],[m],Right Index
11:43:52.893,swipe,"[579, 566]","[189, 152]","[m, u]",Right Index
11:43:53.160,tap,[512],[202],[n],Right Index
11:43:53.368,tap,[592],[41],[i],Right Middle
11:43:53.702,tap,[272],[197],[c],Left Middle
11:43:53.919,tap,[80],[109],[a],Left Ring
11:43:54.085,tap,[341],[62],[t],Left Middle
11:43:54.144,tap,[202],[29],[e],Left Middle
11:43:55.303,swipe,"[324, 371]","[35, 78]","[t, n]",Left Middle
11:43:55.578,tap,[285],[41],[r],Left Middle
11:43:55.745,tap,[650],[66],[o],Right Middle
11:43:55.911,tap,[515],[50],[u],Right Middle
11:43:56.029,tap,[364],[116],[g],Left Index
11:43:56.111,tap,[462],[122],[h],Right Index
11:43:57.487,swipe,"[186, 207]","[31, 70]","[e, m]",Left Middle
11:43:57.762,tap,[568],[206],[m],Right Index
11:43:59.146,swipe,"[185, 201]","[17, 41]","[e, v]",Left Middle
11:43:59.480,tap,[77],[114],[a],Left Ring
11:43:59.613,tap,[580],[46],[i],Right Middle
11:43:59.688,swipe,"[679, 670]","[92, 105]","[l, e]",Right Middle
11:44:01.189,swipe,"[182, 212]","[27, 55]","[e, v]",Left Middle
11:44:01.740,tap,[75],[125],[a],Left Ring
11:44:02.048,tap,[589],[45],[i],Right Middle
11:44:02.123,tap,[684],[114],[l],Right Middle
